log_id,event_time_raw,incident_type_raw,location_raw,severity_raw,reported_by
INC-100735,05/11/2026 02:28,unclassified,Zone J,High,Field Officer
INC-100736,14-Jun-2026 13:02,unauthorized-access,Zone B,Low,Hotline
INC-100737,07/12/2026 09:00,INTRUSION,Zone I,3,Field Officer
INC-100738,06/16/2026 05:48,intrusion detected,Zone F,Medium,SOC Analyst
INC-100739,06/08/2026 07:41,perimeter breach,Zone B,High,SOC Analyst
INC-100740,16-May-2026 21:01,phishing attempt,,Medium,Hotline
INC-100741,25-May-2026 07:26,cyber-intrusion,Zone E,Low,Field Officer
INC-100742,06/22/2026 16:50,env. hazard,Zone C,Medium,Auto-Sensor
INC-100743,2026-05-11 16:18,malware detected,Zone E,High,SOC Analyst
INC-100744,07/25/2026 17:08,physical breach,Zone A,Low,Field Officer
INC-100745,2026-06-01 11:17,weather alert,Zone A,Critical,Hotline
INC-100746,2026-05-03 10:52,Intrusion,Zone D,Low,Auto-Sensor
INC-100747,19-Jul-2026 12:01,Intrusion Attempt,,High,Field Officer
INC-100748,2026-06-15 07:14,env. hazard,Zone B,Medium,Auto-Sensor
INC-100749,2026-07-05 03:17,N/A,Zone F,High,Field Officer
INC-100750,2026-07-25 12:05,unauthorized-access,Zone G,Critical,Hotline
INC-100751,05/03/2026 18:32,PHYSICAL BREACH,Zone F,High,Field Officer
INC-100752,03-Jul-2026 16:41,phishing attempt,,High,Hotline
INC-100753,2026-05-23 13:08,INTRUSION,Zone I,High,SOC Analyst
INC-100754,2026-05-23 16:37,Physical Security,Zone F,Medium,Auto-Sensor
INC-100755,07/20/2026 10:00,Physical Security,Zone F,3,SOC Analyst
INC-100756,30-May-2026 11:39,INTRUSION,Zone D,High,Auto-Sensor
INC-100757,2026-05-24 11:02,cyber-intrusion,,High,
INC-100758,21-Jun-2026 17:13,weather alert,Zone D,High,Auto-Sensor
INC-100759,2026-05-22 03:12,unauthorized-access,,Medium,Auto-Sensor
INC-100760,2026-05-17 16:05,INTRUSION,Zone F,Medium,Field Officer
INC-100761,2026-06-30 08:13,cyber-intrusion,Zone B,3,Field Officer
INC-100762,06/27/2026 07:02,Physical Security,Zone A,Low,
INC-100763,07/13/2026 04:20,Cyber Incident,Zone I,Medium,
INC-100764,07/05/2026 11:10,ENVIRONMENTAL,Zone A,Medium,
INC-100765,06/10/2026 01:35,Intrusion Attempt,Zone D,Critical,Hotline
INC-100766,06/27/2026 05:23,PHYSICAL BREACH,Zone E,Medium,SOC Analyst
INC-100767,2026-07-23 16:00,N/A,Zone C,Medium,SOC Analyst
INC-100768,2026-07-22 06:34,weather alert,,Medium,Hotline
INC-100769,2026-04-30 14:37,env. hazard,Zone F,Low,
INC-100770,06/19/2026 17:24,Other,,Low,Hotline
INC-100771,2026-06-12 05:14,Physical Security,Zone C,Medium,Auto-Sensor
INC-100772,2026-05-31 00:56,Environmental Risk,Zone A,4,Auto-Sensor
INC-100773,06/12/2026 01:12,unclassified,Zone G,Medium,Field Officer
INC-100774,2026-07-05 21:48,intrusion detected,Zone D,Low,Hotline
INC-100775,13-Jul-2026 20:29,Cyber Incident,Zone F,Medium,Field Officer
INC-100776,2026-07-27 12:00,Physical Security,Zone C,Medium,Field Officer
INC-100777,2026-07-04 10:09,N/A,Zone J,Low,Auto-Sensor
INC-100778,07/08/2026 09:54,Cyber Incident,,Medium,Auto-Sensor
INC-100779,2026-07-10 09:18,PHYSICAL BREACH,Zone C,Medium,
INC-100780,06/03/2026 16:25,cyber-intrusion,Zone C,Medium,Hotline
INC-100781,28-Jun-2026 04:10,Cyber Incident,Zone J,High,SOC Analyst
INC-100782,04-May-2026 04:48,cyber-intrusion,Zone F,High,Auto-Sensor
INC-100783,07/15/2026 15:42,Physical Security,Zone E,3,Hotline
INC-100784,21-Jul-2026 16:23,Intrusion,,Medium,
INC-100785,04-Jun-2026 13:53,unauthorized-access,,Low,Auto-Sensor
INC-100786,2026-06-21 12:51,perimeter breach,,Medium,Hotline
INC-100787,2026-07-11 21:06,PHYSICAL BREACH,Zone I,High,Hotline
INC-100788,08-Jul-2026 15:09,env. hazard,,Low,Field Officer
INC-100789,27-May-2026 04:52,env. hazard,,High,Auto-Sensor
INC-100790,06/10/2026 02:06,CYBER,Zone D,Medium,
INC-100791,31-May-2026 12:05,intrusion detected,Zone A,,SOC Analyst
INC-100792,2026-05-14 21:49,weather alert,Zone A,Low,
INC-100793,27-May-2026 08:10,INTRUSION,,Critical,
INC-100794,05/06/2026 06:17,weather alert,Zone D,Low,Field Officer
INC-100795,2026-05-11 14:24,env. hazard,Zone B,Medium,Field Officer
INC-100796,07/08/2026 21:58,cyber-intrusion,Zone D,High,Field Officer
INC-100797,2026-07-12 04:49,env. hazard,,Low,Auto-Sensor
INC-100798,2026-07-18 06:56,env. hazard,Zone A,Medium,
INC-100799,07/09/2026 14:46,N/A,Zone J,Critical,SOC Analyst
INC-100800,05/11/2026 06:39,unauthorized-access,Zone A,High,Auto-Sensor
INC-100801,06/29/2026 06:33,cyber-intrusion,Zone E,Low,SOC Analyst
INC-100802,15-May-2026 08:10,Intrusion,Zone C,Medium,Hotline
INC-100803,04-Jun-2026 21:16,unclassified,Zone D,High,SOC Analyst
INC-100804,06/14/2026 05:52,INTRUSION,Zone A,Low,Auto-Sensor
INC-100805,10-May-2026 02:38,Intrusion,,Medium,
INC-100806,04/30/2026 16:23,Intrusion Attempt,Zone G,High,Field Officer
INC-100807,05/26/2026 01:17,INTRUSION,Zone B,Medium,SOC Analyst
INC-100808,2026-05-18 22:10,PHYSICAL BREACH,,High,Auto-Sensor
INC-100809,06/19/2026 05:13,Cyber Incident,Zone G,Medium,Field Officer
INC-100810,16-Jun-2026 01:41,phishing attempt,,Medium,Auto-Sensor
INC-100811,2026-05-24 18:08,perimeter breach,Zone H,Medium,SOC Analyst
INC-100812,28-May-2026 07:14,perimeter breach,Zone J,Low,SOC Analyst
INC-100813,2026-05-15 07:57,INTRUSION,Zone I,Medium,Field Officer
INC-100814,07/26/2026 04:48,malware detected,Zone C,High,Auto-Sensor
INC-100815,2026-06-08 09:50,unauthorized-access,Zone D,Low,Field Officer
INC-100816,27-May-2026 20:47,perimeter breach,Zone J,Medium,Auto-Sensor
INC-100817,2026-07-23 22:12,unauthorized-access,Zone B,Low,Field Officer
INC-100818,03-May-2026 23:01,malware detected,Zone H,Medium,SOC Analyst
INC-100819,2026-07-17 17:42,Physical Security,,Medium,SOC Analyst
INC-100820,06/15/2026 08:24,misc incident,Zone D,High,Field Officer
INC-100821,2026-05-04 12:33,Cyber Incident,Zone A,Low,
INC-100822,05/01/2026 06:30,Physical Security,,Medium,Field Officer
INC-100823,27-May-2026 18:41,env. hazard,Zone J,High,Auto-Sensor
INC-100824,2026-05-31 09:47,unauthorized-access,,Critical,Auto-Sensor
INC-100825,14-May-2026 08:18,Physical Security,,High,Field Officer
INC-100826,06-Jul-2026 22:52,Other,Zone D,Low,Hotline
INC-100827,08-May-2026 18:41,perimeter breach,,High,Field Officer
INC-100828,2026-07-19 08:30,CYBER,Zone E,High,Hotline
INC-100829,2026-07-13 02:55,Physical Security,,Medium,
INC-100830,2026-05-03 23:58,perimeter breach,,High,
INC-100831,02-Jul-2026 08:53,malware detected,,Medium,Auto-Sensor
INC-100832,05/27/2026 15:42,CYBER,Zone G,Critical,Field Officer
INC-100833,12-Jul-2026 22:34,Other,Zone J,Low,
INC-100834,2026-07-08 00:42,Physical Security,,Medium,Hotline
INC-100835,04-Jul-2026 01:14,phishing attempt,Zone B,Medium,
INC-100836,05/23/2026 11:27,Physical Security,Zone F,,SOC Analyst
INC-100837,17-Jul-2026 12:18,cyber-intrusion,Zone F,3,Auto-Sensor
INC-100838,2026-05-23 19:47,Intrusion Attempt,,,SOC Analyst
INC-100839,05/20/2026 10:37,Intrusion,Zone E,Critical,Hotline
INC-100840,02-May-2026 20:58,INTRUSION,Zone J,Low,Field Officer
INC-100841,05/19/2026 18:14,ENVIRONMENTAL,Zone A,High,
INC-100842,05/08/2026 20:06,weather alert,Zone D,Medium,Auto-Sensor
INC-100843,24-Jun-2026 07:34,ENVIRONMENTAL,Zone E,Low,Auto-Sensor
INC-100844,07/01/2026 17:59,unauthorized-access,Zone A,Low,Auto-Sensor
INC-100845,2026-05-21 23:16,INTRUSION,Zone I,Medium,SOC Analyst
INC-100846,05/04/2026 02:34,physical breach,,3,Field Officer
INC-100847,04-Jun-2026 02:07,unauthorized-access,Zone J,High,Field Officer
INC-100848,2026-07-18 17:39,ENVIRONMENTAL,Zone B,Medium,
INC-100849,2026-05-02 16:31,CYBER,Zone B,High,SOC Analyst
INC-100850,2026-06-28 04:55,physical breach,,Medium,Auto-Sensor
INC-100851,2026-07-01 22:22,Physical Security,Zone D,Critical,SOC Analyst
INC-100852,2026-05-13 10:43,Other,,Medium,Auto-Sensor
INC-100853,06/07/2026 15:34,unauthorized-access,,Critical,Auto-Sensor
INC-100854,11-May-2026 02:52,Intrusion Attempt,Zone D,Low,SOC Analyst
INC-100855,07/20/2026 01:49,Intrusion Attempt,Zone F,High,Auto-Sensor
INC-100856,2026-07-21 08:16,Intrusion Attempt,Zone J,Medium,SOC Analyst
INC-100857,06/26/2026 04:25,CYBER,Zone I,Low,Hotline
INC-100858,2026-07-08 01:50,Intrusion Attempt,Zone E,Medium,Auto-Sensor
INC-100859,2026-06-26 09:59,perimeter breach,Zone G,Low,Auto-Sensor
INC-100860,06/12/2026 02:17,physical breach,,Low,Auto-Sensor
INC-100861,17-Jun-2026 03:12,unauthorized-access,Zone E,Low,SOC Analyst
INC-100862,14-May-2026 19:56,INTRUSION,,Medium,Field Officer
INC-100863,2026-07-12 11:18,CYBER,,4,Auto-Sensor
INC-100864,06/06/2026 21:26,cyber-intrusion,Zone B,Medium,Field Officer
INC-100865,05-May-2026 09:38,phishing attempt,Zone E,Medium,Hotline
INC-100866,2026-06-22 04:47,physical breach,,Medium,SOC Analyst
INC-100867,23-Jun-2026 13:55,env. hazard,Zone C,Medium,Field Officer
INC-100868,07/26/2026 17:09,CYBER,Zone C,4,SOC Analyst
INC-100869,2026-05-13 23:47,weather alert,Zone J,High,
INC-100870,05/13/2026 14:39,PHYSICAL BREACH,Zone C,Medium,Hotline
INC-100871,06/26/2026 12:43,Cyber Incident,Zone A,Critical,Auto-Sensor
INC-100872,05/14/2026 23:10,physical breach,Zone D,,
INC-100873,2026-04-30 12:53,Environmental Risk,Zone C,Medium,Hotline
INC-100874,05/17/2026 15:16,Other,Zone F,Critical,Hotline
INC-100875,2026-06-19 23:22,unclassified,,,
INC-100876,21-May-2026 20:14,malware detected,,Medium,
INC-100877,07/12/2026 09:46,ENVIRONMENTAL,Zone G,Low,Hotline
INC-100878,05/16/2026 01:45,env. hazard,Zone E,3,Field Officer
INC-100879,05/06/2026 18:10,ENVIRONMENTAL,Zone J,Critical,Auto-Sensor
INC-100880,26-May-2026 05:44,Intrusion Attempt,,High,Hotline
INC-100881,2026-07-22 00:17,Other,,High,Field Officer
INC-100882,2026-04-29 13:26,malware detected,Zone D,Low,
INC-100883,07/03/2026 11:36,Cyber Incident,Zone E,Medium,
INC-100884,2026-06-24 21:21,cyber-intrusion,,Low,Auto-Sensor
INC-100885,07/07/2026 05:16,Intrusion,Zone B,Medium,Hotline
INC-100886,2026-06-10 22:18,intrusion detected,Zone E,Medium,Hotline
INC-100887,2026-05-25 04:01,INTRUSION,,Medium,Hotline
INC-100888,13-Jul-2026 17:56,PHYSICAL BREACH,Zone B,Medium,
INC-100889,2026-07-19 16:27,Physical Security,Zone E,Critical,
INC-100890,05/27/2026 16:41,Intrusion Attempt,Zone I,Low,
INC-100891,2026-06-27 06:19,malware detected,Zone C,High,Auto-Sensor
INC-100892,05/20/2026 22:07,INTRUSION,Zone B,High,SOC Analyst
INC-100893,2026-07-18 21:01,PHYSICAL BREACH,Zone C,Low,
INC-100894,07/09/2026 01:58,N/A,Zone J,Low,Hotline
INC-100895,04-Jun-2026 17:31,Environmental Risk,Zone C,Medium,SOC Analyst
INC-100896,18-Jun-2026 18:39,CYBER,,,SOC Analyst
INC-100897,2026-07-13 22:34,perimeter breach,Zone F,High,SOC Analyst
INC-100898,2026-04-30 18:11,N/A,Zone D,Medium,
INC-100899,16-May-2026 20:32,Other,Zone E,Low,Field Officer
INC-100900,23-Jun-2026 20:26,weather alert,Zone D,Medium,
INC-100901,06/20/2026 16:55,Intrusion Attempt,Zone J,Low,SOC Analyst
INC-100902,07/27/2026 05:44,phishing attempt,Zone F,Medium,Auto-Sensor
INC-100903,2026-05-22 08:45,Cyber Incident,Zone D,,Hotline
INC-100904,11-Jul-2026 01:40,Intrusion Attempt,Zone D,,Field Officer
INC-100905,07/25/2026 12:11,CYBER,Zone E,Critical,Auto-Sensor
INC-100906,21-Jul-2026 15:21,Cyber Incident,Zone I,High,SOC Analyst
INC-100907,2026-06-16 05:44,Intrusion,,High,SOC Analyst
INC-100908,22-May-2026 10:18,N/A,Zone B,Medium,Auto-Sensor
INC-100909,06/05/2026 12:32,Other,Zone D,High,Auto-Sensor
INC-100910,2026-06-10 07:01,Intrusion,Zone G,High,Field Officer
INC-100911,26-Jun-2026 22:34,phishing attempt,Zone D,Critical,SOC Analyst
INC-100912,21-Jun-2026 14:13,Physical Security,Zone B,4,Field Officer
INC-100913,12-Jul-2026 14:58,perimeter breach,,High,
INC-100914,07/24/2026 21:29,Intrusion Attempt,Zone B,Medium,SOC Analyst
INC-100915,15-Jun-2026 02:39,Cyber Incident,Zone A,Low,
INC-100916,07/27/2026 08:57,weather alert,Zone A,High,SOC Analyst
INC-100917,2026-05-10 11:30,N/A,Zone G,High,
INC-100918,2026-05-03 23:29,Intrusion Attempt,Zone H,3,Auto-Sensor
INC-100919,2026-05-24 08:42,Intrusion Attempt,Zone E,Medium,Auto-Sensor
INC-100920,09-May-2026 23:58,physical breach,Zone F,High,Field Officer
INC-100921,2026-07-25 22:36,weather alert,Zone B,Low,Hotline
INC-100922,2026-07-13 20:34,Intrusion,,High,Hotline
INC-100923,06/11/2026 22:04,unclassified,,Low,
INC-100924,07/24/2026 16:56,Cyber Incident,Zone H,3,Auto-Sensor
INC-100925,2026-07-21 14:10,ENVIRONMENTAL,,Medium,SOC Analyst
INC-100926,2026-06-18 06:51,malware detected,Zone E,Critical,Auto-Sensor
INC-100927,22-Jul-2026 17:38,CYBER,Zone J,,Auto-Sensor
INC-100928,14-May-2026 04:00,env. hazard,Zone C,Medium,Auto-Sensor
INC-100929,06/14/2026 14:06,PHYSICAL BREACH,Zone J,High,SOC Analyst
INC-100930,16-Jul-2026 10:12,env. hazard,Zone E,Low,
INC-100931,2026-07-17 04:24,Intrusion Attempt,,Low,Auto-Sensor
INC-100932,06/02/2026 07:17,intrusion detected,Zone I,Low,Hotline
INC-100933,2026-04-30 10:10,PHYSICAL BREACH,Zone F,3,Field Officer
INC-100934,05/14/2026 19:41,Environmental Risk,Zone J,High,SOC Analyst
INC-100935,07/10/2026 01:22,ENVIRONMENTAL,Zone F,Critical,Hotline
INC-100936,2026-07-26 01:41,Intrusion Attempt,Zone F,High,Auto-Sensor
INC-100937,07/12/2026 00:03,cyber-intrusion,Zone I,Medium,SOC Analyst
INC-100938,2026-05-11 15:27,env. hazard,Zone A,Medium,Hotline
INC-100939,28-May-2026 07:03,unclassified,Zone A,Medium,
INC-100940,21-Jun-2026 19:26,PHYSICAL BREACH,Zone I,Low,SOC Analyst
INC-100941,29-Apr-2026 10:55,Physical Security,Zone A,Low,Field Officer
INC-100942,15-Jun-2026 11:28,intrusion detected,Zone A,Medium,
INC-100943,22-May-2026 00:20,misc incident,,Medium,Hotline
INC-100944,05/08/2026 17:44,malware detected,Zone C,Medium,Hotline
INC-100945,06/05/2026 23:16,env. hazard,Zone E,3,Hotline
INC-100946,09-May-2026 14:34,physical breach,,Low,Auto-Sensor
INC-100947,18-May-2026 08:37,weather alert,Zone H,Critical,Hotline
INC-100948,28-May-2026 08:45,cyber-intrusion,Zone A,Critical,Auto-Sensor
INC-100949,2026-05-10 14:01,Other,Zone J,Low,Field Officer
INC-100950,20-Jun-2026 23:46,cyber-intrusion,,Medium,Hotline
INC-100951,29-Apr-2026 10:02,Intrusion,Zone C,3,Field Officer
INC-100952,11-May-2026 15:47,Intrusion,Zone C,,Hotline
INC-100953,23-Jul-2026 07:26,ENVIRONMENTAL,Zone C,Medium,Auto-Sensor
INC-100954,06/20/2026 17:11,N/A,Zone E,Low,Field Officer
INC-100955,2026-05-27 01:04,Other,Zone F,Medium,
INC-100956,23-Jun-2026 23:38,Environmental Risk,Zone H,Critical,Field Officer
INC-100957,05-May-2026 21:05,physical breach,Zone H,Critical,
INC-100958,2026-07-10 14:17,misc incident,Zone H,High,Auto-Sensor
INC-100959,13-Jul-2026 09:14,cyber-intrusion,Zone D,Low,Hotline
INC-100960,01-May-2026 17:23,phishing attempt,Zone C,4,Field Officer
INC-100961,05/08/2026 01:13,Environmental Risk,,Critical,Auto-Sensor
INC-100962,06/02/2026 15:40,intrusion detected,Zone J,Critical,Hotline
INC-100963,2026-05-05 04:31,cyber-intrusion,Zone G,Medium,SOC Analyst
INC-100964,05-Jun-2026 22:16,unauthorized-access,,High,
INC-100965,05/25/2026 00:16,Intrusion,Zone B,Medium,Auto-Sensor
INC-100966,2026-05-26 20:11,malware detected,,High,
INC-100967,23-Jul-2026 08:49,CYBER,Zone D,Critical,Hotline
INC-100968,08-Jun-2026 20:57,PHYSICAL BREACH,Zone C,4,Hotline
INC-100969,2026-07-19 22:26,Physical Security,Zone C,High,
INC-100970,07/10/2026 23:01,malware detected,Zone I,3,SOC Analyst
INC-100971,14-Jul-2026 06:20,malware detected,Zone J,Critical,Field Officer
INC-100972,2026-07-10 12:24,Intrusion Attempt,Zone A,Low,
INC-100973,07-Jun-2026 00:22,unclassified,Zone D,3,SOC Analyst
INC-100974,2026-06-16 12:36,perimeter breach,Zone J,Low,Auto-Sensor
INC-100975,2026-06-10 04:19,unauthorized-access,Zone G,High,Field Officer
INC-100976,16-Jul-2026 12:22,ENVIRONMENTAL,,High,Field Officer
INC-100977,2026-05-22 16:34,physical breach,Zone I,Medium,Auto-Sensor
INC-100978,2026-06-07 12:44,cyber-intrusion,Zone E,Low,
INC-100979,2026-05-23 10:58,Cyber Incident,Zone B,Critical,Field Officer
INC-100980,01-Jun-2026 03:58,Intrusion,Zone G,3,
INC-100981,05/20/2026 07:08,INTRUSION,Zone G,High,SOC Analyst
INC-100982,01-Jun-2026 19:07,malware detected,Zone A,Medium,Hotline
INC-100983,2026-05-20 10:30,Intrusion Attempt,Zone B,3,
INC-100984,03-May-2026 02:07,Intrusion Attempt,Zone E,,
INC-100985,07/22/2026 18:28,Cyber Incident,Zone D,Medium,
INC-100986,02-May-2026 04:39,cyber-intrusion,Zone G,3,Hotline
INC-100987,12-May-2026 14:48,N/A,,Low,SOC Analyst
INC-100988,23-Jul-2026 02:32,Environmental Risk,Zone B,Medium,SOC Analyst
INC-100989,02-May-2026 10:40,Intrusion Attempt,Zone F,Medium,Hotline
INC-100990,2026-05-16 16:57,Cyber Incident,Zone G,Medium,Auto-Sensor
INC-100991,05-Jun-2026 17:47,Environmental Risk,Zone D,3,Field Officer
INC-100992,06/10/2026 03:45,Intrusion Attempt,,Critical,Auto-Sensor
INC-100993,2026-06-03 16:47,misc incident,Zone E,Low,Hotline
INC-100994,06/09/2026 15:35,cyber-intrusion,Zone A,Medium,Hotline
INC-100995,07/16/2026 16:18,misc incident,Zone D,4,SOC Analyst
INC-100996,2026-05-28 03:21,unclassified,,High,Auto-Sensor
INC-100997,2026-05-18 07:30,physical breach,,Medium,Auto-Sensor
INC-100998,16-May-2026 00:32,unauthorized-access,Zone G,Medium,SOC Analyst
INC-100999,26-Jun-2026 23:34,physical breach,Zone H,3,Field Officer
INC-101000,06/12/2026 14:41,weather alert,Zone I,Medium,
INC-101001,06/11/2026 21:04,malware detected,Zone D,Low,
INC-101002,07/14/2026 03:54,ENVIRONMENTAL,Zone A,Low,SOC Analyst
INC-101003,2026-05-28 04:20,Intrusion Attempt,Zone G,Low,Auto-Sensor
INC-101004,2026-06-28 03:55,physical breach,Zone I,High,
INC-101005,2026-06-22 22:28,unauthorized-access,Zone D,4,SOC Analyst
INC-101006,17-May-2026 19:44,CYBER,Zone I,3,Field Officer
INC-101007,2026-05-20 00:48,CYBER,Zone G,Low,Auto-Sensor
INC-101008,07-Jul-2026 13:11,weather alert,Zone B,Low,Field Officer
INC-101009,24-May-2026 20:09,Intrusion Attempt,Zone G,High,Auto-Sensor
INC-101010,08-May-2026 07:03,phishing attempt,Zone B,Critical,Hotline
INC-101011,05/25/2026 08:27,perimeter breach,Zone J,Medium,Auto-Sensor
INC-101012,2026-05-26 03:16,Intrusion Attempt,Zone D,Medium,
INC-101013,05/09/2026 16:13,Physical Security,Zone E,Medium,Field Officer
INC-101014,06/27/2026 16:48,unauthorized-access,Zone C,High,
INC-101015,06/05/2026 20:49,Intrusion Attempt,Zone F,Medium,Auto-Sensor
INC-101016,23-Jun-2026 20:18,env. hazard,,,Field Officer
INC-101017,2026-05-09 13:09,unauthorized-access,Zone C,High,
INC-101018,2026-07-09 03:58,env. hazard,Zone H,Low,SOC Analyst
INC-101019,2026-06-20 11:11,Physical Security,Zone G,Medium,
INC-101020,2026-05-13 14:23,physical breach,Zone H,Critical,
INC-101021,07/19/2026 11:14,Intrusion Attempt,,Critical,Auto-Sensor
INC-101022,2026-05-10 08:45,Cyber Incident,Zone G,Medium,SOC Analyst
INC-101023,29-Apr-2026 01:44,intrusion detected,,Medium,Auto-Sensor
INC-101024,18-May-2026 12:50,perimeter breach,Zone F,Medium,Auto-Sensor
INC-101025,09-May-2026 15:17,unclassified,Zone F,4,Auto-Sensor
INC-101026,05/23/2026 00:59,unauthorized-access,Zone F,Medium,Hotline
INC-101027,2026-06-07 23:56,perimeter breach,Zone D,Critical,SOC Analyst
INC-101028,2026-05-15 03:00,intrusion detected,,Medium,Auto-Sensor
INC-101029,05/12/2026 16:39,physical breach,Zone F,High,
INC-101030,2026-05-29 12:18,phishing attempt,Zone F,3,Field Officer
INC-101031,07/24/2026 03:43,perimeter breach,Zone H,Medium,SOC Analyst
INC-101032,28-Jun-2026 18:25,Environmental Risk,Zone I,High,SOC Analyst
INC-101033,07/10/2026 13:29,CYBER,Zone C,Critical,Auto-Sensor
INC-101034,13-Jul-2026 01:13,N/A,Zone J,High,Auto-Sensor
INC-101035,2026-06-08 21:24,physical breach,Zone C,3,Hotline
INC-101036,2026-06-30 12:14,perimeter breach,,,Field Officer
INC-101037,28-Jun-2026 19:57,CYBER,Zone A,Low,Field Officer
INC-101038,16-May-2026 03:49,Intrusion Attempt,Zone I,Low,Field Officer
INC-101039,2026-07-05 06:57,CYBER,Zone B,High,Hotline
INC-101040,2026-05-15 20:51,physical breach,,3,Auto-Sensor
INC-101041,19-Jul-2026 01:31,malware detected,Zone J,Low,Hotline
INC-101042,2026-07-20 03:07,intrusion detected,Zone A,Medium,Hotline
INC-101043,2026-06-23 14:51,physical breach,Zone B,4,
INC-101044,2026-06-23 23:36,cyber-intrusion,Zone H,High,
INC-101045,2026-05-15 14:55,cyber-intrusion,Zone C,Critical,Auto-Sensor
INC-101046,2026-07-05 04:21,unauthorized-access,Zone F,Medium,Field Officer
INC-101047,10-May-2026 00:53,PHYSICAL BREACH,Zone F,Medium,
INC-101048,23-Jun-2026 00:28,Intrusion,,Low,Field Officer
INC-101049,2026-07-02 10:01,unauthorized-access,Zone H,High,
INC-101050,07/02/2026 15:31,physical breach,,High,Field Officer
INC-101051,06-Jul-2026 08:30,intrusion detected,Zone J,Low,Auto-Sensor
INC-101052,2026-04-30 15:34,env. hazard,Zone I,Medium,Hotline
INC-101053,2026-06-14 10:29,INTRUSION,Zone E,Low,Auto-Sensor
INC-101054,07-Jun-2026 04:51,Cyber Incident,Zone G,Low,Field Officer
INC-101055,06-Jul-2026 10:47,phishing attempt,Zone D,3,Auto-Sensor
INC-101056,2026-07-19 14:58,cyber-intrusion,Zone H,High,Auto-Sensor
INC-101057,06/10/2026 09:46,Environmental Risk,Zone B,Medium,SOC Analyst
INC-101058,24-Jul-2026 23:11,CYBER,Zone B,High,SOC Analyst
INC-101059,06/22/2026 06:45,misc incident,Zone H,Low,Auto-Sensor
INC-101060,18-Jun-2026 08:37,Other,Zone G,High,Field Officer
INC-101061,07/04/2026 00:00,intrusion detected,,Low,SOC Analyst
INC-101062,2026-07-06 18:55,unauthorized-access,Zone B,3,Field Officer
INC-101063,10-Jun-2026 01:18,Cyber Incident,,Low,
INC-101064,2026-06-28 18:48,Intrusion,Zone F,Low,
INC-101065,10-May-2026 05:06,malware detected,Zone A,Medium,Auto-Sensor
INC-101066,04-Jul-2026 18:09,PHYSICAL BREACH,,High,SOC Analyst
INC-101067,06/16/2026 16:36,Intrusion Attempt,Zone H,High,Hotline
INC-101068,2026-07-17 21:46,PHYSICAL BREACH,Zone C,Medium,Auto-Sensor
INC-101069,05/07/2026 19:11,INTRUSION,Zone H,Critical,Field Officer
INC-101070,10-Jun-2026 18:56,CYBER,Zone F,Medium,
INC-101071,13-Jun-2026 02:37,unclassified,Zone F,High,SOC Analyst
INC-101072,2026-06-24 02:01,ENVIRONMENTAL,Zone I,Low,Field Officer
INC-101073,06-Jun-2026 10:11,Cyber Incident,Zone E,Medium,Hotline
INC-101074,05/21/2026 14:23,misc incident,,Low,
INC-101075,2026-06-18 22:43,Intrusion,Zone D,Critical,SOC Analyst
INC-101076,19-May-2026 00:12,Environmental Risk,Zone A,Critical,
INC-101077,06/06/2026 11:23,Cyber Incident,Zone G,High,
INC-101078,05/30/2026 09:19,cyber-intrusion,,3,Field Officer
INC-101079,05/05/2026 21:21,perimeter breach,Zone I,Medium,SOC Analyst
INC-101080,06/14/2026 12:11,malware detected,Zone I,High,Hotline
INC-101081,2026-04-29 08:13,perimeter breach,Zone D,Medium,Auto-Sensor
INC-101082,2026-07-26 08:14,env. hazard,,High,
INC-101083,05/23/2026 20:27,misc incident,Zone G,Critical,Hotline
INC-101084,28-Jun-2026 23:55,unauthorized-access,Zone G,4,
INC-101085,2026-05-10 10:03,Intrusion Attempt,Zone B,Critical,SOC Analyst
INC-101086,06/08/2026 14:55,malware detected,Zone E,Critical,
INC-101087,14-May-2026 16:21,physical breach,Zone J,High,Hotline
INC-101088,04-May-2026 14:08,Cyber Incident,,Medium,
INC-101089,07/05/2026 17:30,phishing attempt,Zone E,Medium,SOC Analyst
INC-101090,2026-04-29 04:28,CYBER,Zone I,Medium,Hotline
INC-101091,05/29/2026 20:08,cyber-intrusion,Zone H,Medium,Auto-Sensor
INC-101092,2026-04-29 22:40,Other,Zone D,Medium,Hotline
INC-101093,02-Jul-2026 00:54,intrusion detected,Zone E,3,Field Officer
INC-101094,07/15/2026 22:44,Other,Zone C,Medium,SOC Analyst
INC-101095,07-Jun-2026 00:14,Cyber Incident,Zone H,High,SOC Analyst
INC-101096,2026-06-09 12:38,cyber-intrusion,Zone D,High,Hotline
INC-101097,19-Jun-2026 11:44,unclassified,Zone B,Medium,Field Officer
INC-101098,06/27/2026 05:37,weather alert,Zone J,3,Hotline
INC-101099,06/18/2026 15:53,cyber-intrusion,Zone G,High,
INC-101100,05/18/2026 18:08,perimeter breach,Zone J,Medium,Field Officer
INC-101101,11-Jun-2026 11:52,N/A,Zone H,3,Hotline
INC-101102,05/23/2026 21:25,unauthorized-access,Zone A,Critical,Field Officer
INC-101103,07/06/2026 16:43,cyber-intrusion,Zone B,High,Hotline
INC-101104,2026-05-23 15:15,Cyber Incident,Zone H,High,Auto-Sensor
INC-101105,2026-05-22 01:07,malware detected,Zone H,Medium,Hotline
INC-101106,06/25/2026 18:54,Other,Zone C,Low,
