feed_id,reported_time,threat_category_raw,confidence_score,source_name,geo_hint
EXT-400628,2026-07-26T08:00:00,Other,84.1,OpenCTI Mirror,Zone J
EXT-400629,2026-05-30T09:00:00,CYBER-related,78.2,OpenCTI Mirror,Zone D
EXT-400630,2026-07-12T23:00:00,Physical,43.1,GlobalIntel API,Northern District
EXT-400631,2026-06-26T02:00:00,Intrusion,58.1,CyberSentry Feed,Zone B
EXT-400632,2026-07-06T10:00:00,intrusion,36.9,GlobalIntel API,Northern District
EXT-400633,2026-06-14T19:00:00,Other,31.1,CyberSentry Feed,Zone E
EXT-400634,2026-06-23T08:00:00,intrusion,82.7,GlobalIntel API,Northern District
EXT-400635,2026-05-09T20:00:00,Environmental,65.2,CyberSentry Feed,Zone D
EXT-400636,2026-06-21T09:00:00,Intrusion,58.9,GlobalIntel API,Zone D
EXT-400637,2026-06-21T17:00:00,Other,78.8,GlobalIntel API,Zone F
EXT-400638,2026-07-24T09:00:00,,27.2,GlobalIntel API,Zone B
EXT-400639,2026-07-09T17:00:00,Other,65.5,ThreatWatch Intl,Eastern Corridor
EXT-400640,2026-06-15T01:00:00,intrusion,91.4,CyberSentry Feed,Central Hub
EXT-400641,2026-05-06T02:00:00,Physical,85.3,CyberSentry Feed,Zone I
EXT-400642,2026-07-25T06:00:00,Other,45.1,ThreatWatch Intl,Zone F
EXT-400643,2026-04-29T15:00:00,Cyber,71.7,GlobalIntel API,Southern Belt
EXT-400644,2026-05-04T04:00:00,CYBER-related,93.6,ThreatWatch Intl,Northern District
EXT-400645,2026-05-06T21:00:00,intrusion,39.2,OpenCTI Mirror,Zone A
EXT-400646,2026-05-24T14:00:00,Intrusion,76.3,CyberSentry Feed,Zone C
EXT-400647,2026-06-04T07:00:00,Environmental,80.4,OpenCTI Mirror,Zone J
EXT-400648,2026-06-21T07:00:00,Cyber,95.6,OpenCTI Mirror,Zone F
EXT-400649,2026-06-06T06:00:00,Other,53.8,GlobalIntel API,Zone J
EXT-400650,2026-07-27T05:00:00,CYBER-related,63.6,OpenCTI Mirror,Zone H
EXT-400651,2026-05-29T16:00:00,Environmental,87.5,CyberSentry Feed,Northern District
EXT-400652,2026-06-26T23:00:00,Intrusion,52.0,OpenCTI Mirror,Central Hub
EXT-400653,2026-06-27T08:00:00,Other,56.7,ThreatWatch Intl,Zone G
EXT-400654,2026-05-11T15:00:00,intrusion,97.6,OpenCTI Mirror,Zone I
EXT-400655,2026-06-12T05:00:00,Physical,51.2,GlobalIntel API,Zone E
EXT-400656,2026-07-22T21:00:00,Intrusion,73.4,GlobalIntel API,Central Hub
EXT-400657,2026-06-07T21:00:00,CYBER-related,84.7,ThreatWatch Intl,Western Zone
EXT-400658,2026-05-15T05:00:00,,45.8,OpenCTI Mirror,Southern Belt
EXT-400659,2026-04-29T16:00:00,Environmental,54.3,CyberSentry Feed,Southern Belt
EXT-400660,2026-05-16T03:00:00,Cyber,49.3,OpenCTI Mirror,Zone C
EXT-400661,2026-05-02T03:00:00,Environmental,62.6,GlobalIntel API,Western Zone
EXT-400662,2026-06-10T20:00:00,Physical,76.1,OpenCTI Mirror,Southern Belt
EXT-400663,2026-07-17T04:00:00,CYBER-related,39.2,GlobalIntel API,Central Hub
EXT-400664,2026-06-13T21:00:00,Other,56.3,CyberSentry Feed,Zone B
EXT-400665,2026-07-17T11:00:00,,53.0,CyberSentry Feed,Zone F
EXT-400666,2026-06-12T16:00:00,Environmental,39.7,OpenCTI Mirror,
EXT-400667,2026-07-26T16:00:00,CYBER-related,71.5,OpenCTI Mirror,Zone A
EXT-400668,2026-07-07T03:00:00,CYBER-related,52.6,OpenCTI Mirror,Zone A
EXT-400669,2026-06-01T02:00:00,Cyber,63.1,ThreatWatch Intl,Zone A
EXT-400670,2026-04-29T00:00:00,CYBER-related,99.0,OpenCTI Mirror,Southern Belt
EXT-400671,2026-05-12T00:00:00,Physical,79.2,CyberSentry Feed,Eastern Corridor
EXT-400672,2026-06-11T03:00:00,Intrusion,87.6,ThreatWatch Intl,Western Zone
EXT-400673,2026-07-25T15:00:00,CYBER-related,86.1,OpenCTI Mirror,Zone H
EXT-400674,2026-05-21T16:00:00,Other,87.2,OpenCTI Mirror,Eastern Corridor
EXT-400675,2026-07-09T23:00:00,,71.7,OpenCTI Mirror,Zone A
EXT-400676,2026-06-26T19:00:00,Physical,52.9,OpenCTI Mirror,Zone E
EXT-400677,2026-06-30T15:00:00,,65.0,ThreatWatch Intl,Zone D
EXT-400678,2026-05-28T00:00:00,CYBER-related,79.6,OpenCTI Mirror,Eastern Corridor
EXT-400679,2026-05-06T00:00:00,intrusion,53.2,OpenCTI Mirror,Zone J
EXT-400680,2026-06-12T11:00:00,Cyber,54.5,GlobalIntel API,
EXT-400681,2026-07-20T10:00:00,Physical,50.5,ThreatWatch Intl,Zone G
EXT-400682,2026-07-21T00:00:00,,91.5,OpenCTI Mirror,Eastern Corridor
EXT-400683,2026-07-26T22:00:00,intrusion,74.6,CyberSentry Feed,Central Hub
EXT-400684,2026-04-29T03:00:00,Other,53.7,CyberSentry Feed,Zone G
EXT-400685,2026-06-18T11:00:00,,61.0,OpenCTI Mirror,Northern District
EXT-400686,2026-06-15T07:00:00,Other,90.1,ThreatWatch Intl,Central Hub
EXT-400687,2026-05-12T01:00:00,Intrusion,67.0,ThreatWatch Intl,
EXT-400688,2026-05-09T13:00:00,intrusion,14.2,ThreatWatch Intl,Eastern Corridor
EXT-400689,2026-06-09T19:00:00,Intrusion,77.6,CyberSentry Feed,Western Zone
EXT-400690,2026-07-16T05:00:00,intrusion,99.0,CyberSentry Feed,Southern Belt
EXT-400691,2026-07-04T18:00:00,,32.9,GlobalIntel API,Zone B
EXT-400692,2026-05-12T17:00:00,Cyber,76.5,ThreatWatch Intl,Zone E
EXT-400693,2026-05-17T09:00:00,CYBER-related,33.7,OpenCTI Mirror,
EXT-400694,2026-05-11T09:00:00,CYBER-related,56.5,GlobalIntel API,Western Zone
EXT-400695,2026-06-26T00:00:00,CYBER-related,72.8,CyberSentry Feed,Northern District
EXT-400696,2026-06-03T15:00:00,CYBER-related,57.9,ThreatWatch Intl,Zone D
EXT-400697,2026-06-09T08:00:00,Environmental,13.1,OpenCTI Mirror,Northern District
EXT-400698,2026-05-24T20:00:00,Physical,66.7,ThreatWatch Intl,Central Hub
EXT-400699,2026-05-15T21:00:00,,83.7,ThreatWatch Intl,Zone F
EXT-400700,2026-07-24T14:00:00,CYBER-related,66.4,GlobalIntel API,Zone I
EXT-400701,2026-06-07T06:00:00,Other,67.3,OpenCTI Mirror,Central Hub
EXT-400702,2026-06-22T15:00:00,Physical,67.3,CyberSentry Feed,Zone G
EXT-400703,2026-05-01T13:00:00,Intrusion,99.0,CyberSentry Feed,Central Hub
EXT-400704,2026-05-29T02:00:00,Physical,82.9,ThreatWatch Intl,Central Hub
EXT-400705,2026-06-03T22:00:00,Cyber,57.6,GlobalIntel API,Southern Belt
EXT-400706,2026-06-17T22:00:00,Physical,84.1,GlobalIntel API,Zone I
EXT-400707,2026-06-03T10:00:00,,57.8,CyberSentry Feed,Zone A
EXT-400708,2026-05-01T16:00:00,Cyber,36.5,CyberSentry Feed,Northern District
EXT-400709,2026-05-05T23:00:00,Physical,86.5,ThreatWatch Intl,Eastern Corridor
EXT-400710,2026-06-04T14:00:00,,97.1,OpenCTI Mirror,Zone F
EXT-400711,2026-07-14T22:00:00,Other,52.5,CyberSentry Feed,Zone D
EXT-400712,2026-07-22T11:00:00,,57.9,OpenCTI Mirror,Zone C
EXT-400713,2026-07-23T19:00:00,Physical,66.6,GlobalIntel API,
EXT-400714,2026-05-10T15:00:00,CYBER-related,59.3,ThreatWatch Intl,Zone G
EXT-400715,2026-06-15T06:00:00,Physical,69.1,OpenCTI Mirror,Zone H
EXT-400716,2026-06-30T07:00:00,intrusion,82.1,OpenCTI Mirror,Zone G
EXT-400717,2026-05-11T13:00:00,Physical,54.4,ThreatWatch Intl,Eastern Corridor
EXT-400718,2026-05-05T09:00:00,Cyber,61.4,CyberSentry Feed,Eastern Corridor
EXT-400719,2026-06-05T21:00:00,CYBER-related,85.9,OpenCTI Mirror,Zone I
EXT-400720,2026-06-16T00:00:00,CYBER-related,92.2,GlobalIntel API,Zone G
EXT-400721,2026-07-21T03:00:00,Environmental,51.1,OpenCTI Mirror,Zone B
EXT-400722,2026-06-22T12:00:00,Other,81.6,OpenCTI Mirror,Zone C
EXT-400723,2026-07-01T10:00:00,Intrusion,74.0,OpenCTI Mirror,Zone G
EXT-400724,2026-06-04T14:00:00,Environmental,26.9,ThreatWatch Intl,Southern Belt
EXT-400725,2026-05-24T04:00:00,Other,92.2,GlobalIntel API,Northern District
EXT-400726,2026-05-15T11:00:00,Intrusion,49.0,GlobalIntel API,Western Zone
EXT-400727,2026-07-27T09:00:00,intrusion,61.2,OpenCTI Mirror,Zone B
EXT-400728,2026-06-26T20:00:00,Other,99.0,OpenCTI Mirror,Southern Belt
EXT-400729,2026-05-12T22:00:00,Physical,41.0,CyberSentry Feed,Zone E
EXT-400730,2026-07-23T07:00:00,Other,61.0,GlobalIntel API,Zone H
EXT-400731,2026-04-30T23:00:00,Environmental,55.5,GlobalIntel API,Zone A
EXT-400732,2026-06-03T02:00:00,Environmental,40.8,CyberSentry Feed,Zone D
EXT-400733,2026-05-01T06:00:00,Physical,37.8,CyberSentry Feed,Zone B
EXT-400734,2026-05-29T07:00:00,Physical,71.7,OpenCTI Mirror,Zone C
EXT-400735,2026-05-28T04:00:00,Intrusion,70.9,GlobalIntel API,Zone D
EXT-400736,2026-05-05T16:00:00,Intrusion,31.4,ThreatWatch Intl,Southern Belt
EXT-400737,2026-05-17T21:00:00,Environmental,72.4,GlobalIntel API,Zone J
EXT-400738,2026-06-10T09:00:00,intrusion,74.5,GlobalIntel API,Zone G
EXT-400739,2026-07-17T19:00:00,Cyber,99.0,ThreatWatch Intl,Eastern Corridor
EXT-400740,2026-05-20T00:00:00,Environmental,87.7,CyberSentry Feed,Central Hub
EXT-400741,2026-06-22T18:00:00,,44.1,CyberSentry Feed,Zone I
EXT-400742,2026-06-12T09:00:00,,36.1,ThreatWatch Intl,Zone C
EXT-400743,2026-06-22T14:00:00,Environmental,68.3,OpenCTI Mirror,Zone B
EXT-400744,2026-07-03T10:00:00,Environmental,53.2,CyberSentry Feed,
EXT-400745,2026-06-15T16:00:00,Environmental,64.8,GlobalIntel API,Zone G
EXT-400746,2026-07-08T18:00:00,Physical,71.5,ThreatWatch Intl,Zone H
EXT-400747,2026-06-06T17:00:00,Other,48.0,CyberSentry Feed,Western Zone
EXT-400748,2026-06-06T19:00:00,intrusion,89.4,CyberSentry Feed,
EXT-400749,2026-07-26T09:00:00,,61.2,GlobalIntel API,Zone A
EXT-400750,2026-06-15T07:00:00,Environmental,44.4,CyberSentry Feed,Central Hub
EXT-400751,2026-05-03T07:00:00,Intrusion,62.5,ThreatWatch Intl,Zone G
EXT-400752,2026-04-30T01:00:00,intrusion,57.3,CyberSentry Feed,Zone G
EXT-400753,2026-05-01T13:00:00,Other,62.4,OpenCTI Mirror,Western Zone
EXT-400754,2026-05-26T11:00:00,CYBER-related,48.0,GlobalIntel API,Zone H
EXT-400755,2026-07-20T08:00:00,Environmental,44.6,GlobalIntel API,Zone H
EXT-400756,2026-07-21T23:00:00,Other,46.1,ThreatWatch Intl,Zone A
EXT-400757,2026-05-31T05:00:00,,68.1,GlobalIntel API,Zone I
EXT-400758,2026-06-17T22:00:00,Intrusion,50.8,ThreatWatch Intl,Central Hub
EXT-400759,2026-05-25T15:00:00,CYBER-related,95.9,OpenCTI Mirror,Zone C
EXT-400760,2026-07-16T05:00:00,,73.1,ThreatWatch Intl,Zone F
EXT-400761,2026-06-29T21:00:00,Physical,72.4,CyberSentry Feed,Western Zone
EXT-400762,2026-07-14T14:00:00,Cyber,34.0,CyberSentry Feed,
EXT-400763,2026-05-12T02:00:00,Other,43.8,CyberSentry Feed,Zone A
EXT-400764,2026-07-02T22:00:00,intrusion,67.7,OpenCTI Mirror,Zone J
EXT-400765,2026-07-08T04:00:00,,70.9,CyberSentry Feed,Eastern Corridor
EXT-400766,2026-05-29T08:00:00,Physical,74.8,OpenCTI Mirror,Eastern Corridor
EXT-400767,2026-07-12T11:00:00,Other,69.7,ThreatWatch Intl,Zone G
EXT-400768,2026-07-22T00:00:00,Environmental,54.9,ThreatWatch Intl,Central Hub
EXT-400769,2026-06-01T22:00:00,,47.7,OpenCTI Mirror,Central Hub
EXT-400770,2026-06-14T08:00:00,Cyber,81.2,ThreatWatch Intl,Zone A
EXT-400771,2026-07-23T18:00:00,Cyber,26.8,CyberSentry Feed,Southern Belt
EXT-400772,2026-06-04T18:00:00,Physical,63.2,CyberSentry Feed,Southern Belt
EXT-400773,2026-07-26T09:00:00,Intrusion,87.6,GlobalIntel API,Zone B
EXT-400774,2026-05-12T02:00:00,Intrusion,21.0,CyberSentry Feed,Southern Belt
EXT-400775,2026-05-27T00:00:00,intrusion,73.9,OpenCTI Mirror,Northern District
EXT-400776,2026-05-31T21:00:00,,65.7,OpenCTI Mirror,
EXT-400777,2026-05-16T00:00:00,intrusion,85.1,CyberSentry Feed,Eastern Corridor
EXT-400778,2026-06-22T22:00:00,Environmental,47.6,ThreatWatch Intl,Northern District
EXT-400779,2026-05-20T23:00:00,Physical,69.9,ThreatWatch Intl,Northern District
EXT-400780,2026-06-19T00:00:00,CYBER-related,36.5,ThreatWatch Intl,Northern District
EXT-400781,2026-07-23T04:00:00,Physical,34.2,ThreatWatch Intl,Zone E
EXT-400782,2026-05-05T09:00:00,Intrusion,45.1,GlobalIntel API,Southern Belt
EXT-400783,2026-07-12T06:00:00,,99.0,ThreatWatch Intl,Western Zone
EXT-400784,2026-07-02T04:00:00,intrusion,56.1,OpenCTI Mirror,Western Zone
EXT-400785,2026-05-07T06:00:00,Other,48.6,GlobalIntel API,
EXT-400786,2026-07-07T09:00:00,CYBER-related,77.4,CyberSentry Feed,
EXT-400787,2026-06-22T22:00:00,Other,66.0,ThreatWatch Intl,Southern Belt
EXT-400788,2026-05-12T04:00:00,Cyber,79.7,ThreatWatch Intl,Zone C
EXT-400789,2026-06-28T04:00:00,CYBER-related,62.6,OpenCTI Mirror,Zone E
EXT-400790,2026-06-17T04:00:00,intrusion,37.7,OpenCTI Mirror,Eastern Corridor
EXT-400791,2026-05-11T01:00:00,CYBER-related,89.3,GlobalIntel API,Eastern Corridor
EXT-400792,2026-06-04T15:00:00,Environmental,41.0,GlobalIntel API,Northern District
EXT-400793,2026-07-05T16:00:00,Cyber,25.4,ThreatWatch Intl,Northern District
EXT-400794,2026-06-17T22:00:00,Cyber,99.0,GlobalIntel API,Northern District
EXT-400795,2026-06-02T17:00:00,intrusion,72.1,GlobalIntel API,Zone B
EXT-400796,2026-05-30T14:00:00,Other,84.9,ThreatWatch Intl,Southern Belt
EXT-400797,2026-05-28T18:00:00,,82.6,GlobalIntel API,Northern District
EXT-400798,2026-07-26T02:00:00,intrusion,69.2,ThreatWatch Intl,Zone H
EXT-400799,2026-06-24T19:00:00,Cyber,70.9,CyberSentry Feed,Zone D
EXT-400800,2026-07-17T04:00:00,Physical,37.8,OpenCTI Mirror,Zone F
EXT-400801,2026-05-04T01:00:00,Cyber,85.2,OpenCTI Mirror,Zone D
EXT-400802,2026-05-19T10:00:00,Cyber,31.9,GlobalIntel API,Zone H
EXT-400803,2026-06-05T17:00:00,Intrusion,58.6,GlobalIntel API,Eastern Corridor
EXT-400804,2026-06-30T23:00:00,CYBER-related,66.7,OpenCTI Mirror,Western Zone
EXT-400805,2026-06-15T05:00:00,,56.3,ThreatWatch Intl,Zone E
EXT-400806,2026-06-26T10:00:00,,37.1,OpenCTI Mirror,Western Zone
EXT-400807,2026-05-28T19:00:00,,34.3,ThreatWatch Intl,Zone I
EXT-400808,2026-06-10T17:00:00,Environmental,79.1,CyberSentry Feed,Zone H
EXT-400809,2026-06-26T13:00:00,CYBER-related,49.6,ThreatWatch Intl,Southern Belt
EXT-400810,2026-07-01T02:00:00,Environmental,31.5,GlobalIntel API,Zone G
EXT-400811,2026-06-25T22:00:00,Other,79.2,OpenCTI Mirror,Southern Belt
EXT-400812,2026-07-09T04:00:00,CYBER-related,97.3,OpenCTI Mirror,Zone E
EXT-400813,2026-07-24T07:00:00,intrusion,26.9,OpenCTI Mirror,Zone H
EXT-400814,2026-05-15T03:00:00,Other,64.2,ThreatWatch Intl,Western Zone
EXT-400815,2026-05-10T08:00:00,Physical,67.2,OpenCTI Mirror,Western Zone
EXT-400816,2026-05-25T22:00:00,Environmental,37.6,OpenCTI Mirror,Zone A
EXT-400817,2026-04-29T19:00:00,intrusion,92.0,OpenCTI Mirror,Zone I
EXT-400818,2026-05-11T08:00:00,CYBER-related,58.3,GlobalIntel API,Central Hub
EXT-400819,2026-05-16T23:00:00,CYBER-related,77.7,ThreatWatch Intl,Southern Belt
EXT-400820,2026-06-22T20:00:00,Physical,82.3,ThreatWatch Intl,Northern District
EXT-400821,2026-07-27T18:00:00,Physical,59.1,OpenCTI Mirror,Central Hub
EXT-400822,2026-07-21T19:00:00,Physical,66.2,OpenCTI Mirror,Zone B
EXT-400823,2026-05-24T04:00:00,Environmental,86.1,CyberSentry Feed,Zone J
EXT-400824,2026-07-15T19:00:00,intrusion,60.7,OpenCTI Mirror,
EXT-400825,2026-06-22T21:00:00,intrusion,67.3,ThreatWatch Intl,Central Hub
EXT-400826,2026-05-30T12:00:00,CYBER-related,55.9,ThreatWatch Intl,Western Zone
EXT-400827,2026-07-16T20:00:00,intrusion,82.4,ThreatWatch Intl,Western Zone
EXT-400828,2026-06-06T12:00:00,CYBER-related,99.0,GlobalIntel API,Eastern Corridor
EXT-400829,2026-06-09T14:00:00,Cyber,80.4,OpenCTI Mirror,Eastern Corridor
EXT-400830,2026-06-21T16:00:00,CYBER-related,49.5,CyberSentry Feed,Zone F
EXT-400831,2026-05-21T06:00:00,Cyber,89.4,CyberSentry Feed,Northern District
EXT-400832,2026-06-02T13:00:00,Environmental,76.5,ThreatWatch Intl,Zone E
EXT-400833,2026-05-09T02:00:00,intrusion,88.6,GlobalIntel API,Northern District
EXT-400834,2026-05-26T02:00:00,intrusion,34.7,GlobalIntel API,Northern District
EXT-400835,2026-07-12T10:00:00,Intrusion,86.1,OpenCTI Mirror,Southern Belt
EXT-400836,2026-06-23T22:00:00,,54.1,GlobalIntel API,Southern Belt
EXT-400837,2026-05-29T00:00:00,Other,89.6,GlobalIntel API,Zone F
EXT-400838,2026-05-23T09:00:00,Physical,69.0,OpenCTI Mirror,Northern District
EXT-400839,2026-06-30T16:00:00,Intrusion,62.4,OpenCTI Mirror,Zone D
EXT-400840,2026-05-04T00:00:00,Other,76.6,ThreatWatch Intl,Eastern Corridor
EXT-400841,2026-07-17T09:00:00,Cyber,74.6,ThreatWatch Intl,Zone B
EXT-400842,2026-06-02T10:00:00,CYBER-related,53.7,ThreatWatch Intl,Southern Belt
EXT-400843,2026-05-28T20:00:00,Physical,68.8,GlobalIntel API,Zone B
EXT-400844,2026-05-25T05:00:00,,45.7,OpenCTI Mirror,Eastern Corridor
EXT-400845,2026-06-24T20:00:00,CYBER-related,76.9,GlobalIntel API,Western Zone
EXT-400846,2026-04-29T03:00:00,CYBER-related,28.6,GlobalIntel API,Zone D
EXT-400847,2026-06-12T11:00:00,Intrusion,62.3,OpenCTI Mirror,Zone H
EXT-400848,2026-06-15T17:00:00,,55.5,GlobalIntel API,Zone B
EXT-400849,2026-06-21T13:00:00,Cyber,60.3,OpenCTI Mirror,Zone D
EXT-400850,2026-05-19T12:00:00,,63.5,OpenCTI Mirror,Zone D
EXT-400851,2026-05-26T17:00:00,CYBER-related,94.2,GlobalIntel API,Zone D
EXT-400852,2026-05-30T06:00:00,Other,84.0,CyberSentry Feed,Zone E
EXT-400853,2026-06-17T17:00:00,Physical,37.7,OpenCTI Mirror,Zone J
EXT-400854,2026-06-23T01:00:00,Environmental,28.8,OpenCTI Mirror,Zone A
EXT-400855,2026-06-25T15:00:00,,56.0,ThreatWatch Intl,Eastern Corridor
EXT-400856,2026-04-30T14:00:00,Environmental,44.5,OpenCTI Mirror,Zone F
EXT-400857,2026-07-02T06:00:00,Environmental,41.6,ThreatWatch Intl,Zone F
EXT-400858,2026-06-08T19:00:00,Intrusion,50.0,ThreatWatch Intl,Central Hub
EXT-400859,2026-07-21T20:00:00,CYBER-related,47.3,OpenCTI Mirror,Zone I
EXT-400860,2026-07-24T05:00:00,CYBER-related,80.8,CyberSentry Feed,Northern District
EXT-400861,2026-07-06T07:00:00,Environmental,53.7,CyberSentry Feed,Central Hub
EXT-400862,2026-07-24T04:00:00,Other,86.4,OpenCTI Mirror,Zone C
EXT-400863,2026-05-01T15:00:00,Cyber,78.9,CyberSentry Feed,Zone E
EXT-400864,2026-07-20T19:00:00,Other,40.2,CyberSentry Feed,Zone B
EXT-400865,2026-07-02T20:00:00,Physical,41.0,ThreatWatch Intl,Eastern Corridor
EXT-400866,2026-07-12T01:00:00,Other,99.0,CyberSentry Feed,Southern Belt
EXT-400867,2026-05-25T11:00:00,Intrusion,65.7,CyberSentry Feed,
EXT-400868,2026-07-15T07:00:00,Environmental,41.3,GlobalIntel API,Southern Belt
EXT-400869,2026-06-22T15:00:00,Environmental,46.1,GlobalIntel API,Central Hub
EXT-400870,2026-05-16T08:00:00,intrusion,88.9,GlobalIntel API,Northern District
EXT-400871,2026-05-17T20:00:00,,57.2,OpenCTI Mirror,Northern District
EXT-400872,2026-07-27T11:00:00,Other,45.9,CyberSentry Feed,Zone C
EXT-400873,2026-07-07T05:00:00,intrusion,49.7,ThreatWatch Intl,Northern District
EXT-400874,2026-07-15T22:00:00,Physical,70.9,GlobalIntel API,Zone E
EXT-400875,2026-04-30T23:00:00,CYBER-related,37.6,ThreatWatch Intl,Eastern Corridor
EXT-400876,2026-06-16T21:00:00,Intrusion,49.4,CyberSentry Feed,Northern District
EXT-400877,2026-07-26T14:00:00,,92.5,GlobalIntel API,Zone A
EXT-400878,2026-06-17T16:00:00,Other,68.5,GlobalIntel API,Zone J
EXT-400879,2026-05-12T23:00:00,Environmental,67.0,ThreatWatch Intl,Eastern Corridor
EXT-400880,2026-05-28T13:00:00,CYBER-related,62.4,ThreatWatch Intl,Zone D
EXT-400881,2026-06-09T01:00:00,Cyber,57.2,ThreatWatch Intl,Zone B
EXT-400882,2026-07-07T13:00:00,Intrusion,40.7,CyberSentry Feed,Zone A
EXT-400883,2026-07-01T18:00:00,CYBER-related,93.1,ThreatWatch Intl,Northern District
EXT-400884,2026-06-03T02:00:00,Other,51.2,ThreatWatch Intl,Eastern Corridor
EXT-400885,2026-07-19T01:00:00,Other,97.0,GlobalIntel API,Zone F
EXT-400886,2026-05-04T19:00:00,Physical,40.0,CyberSentry Feed,Zone E
EXT-400887,2026-06-08T05:00:00,Intrusion,54.7,GlobalIntel API,
EXT-400888,2026-07-09T10:00:00,Other,98.5,OpenCTI Mirror,Central Hub
EXT-400889,2026-06-21T09:00:00,Other,59.3,OpenCTI Mirror,Southern Belt
EXT-400890,2026-06-09T23:00:00,Intrusion,71.1,OpenCTI Mirror,Southern Belt
EXT-400891,2026-06-07T16:00:00,Intrusion,42.4,CyberSentry Feed,Northern District
EXT-400892,2026-07-10T16:00:00,Other,64.8,OpenCTI Mirror,Zone J
EXT-400893,2026-06-10T21:00:00,Environmental,50.3,OpenCTI Mirror,Zone E
EXT-400894,2026-05-15T01:00:00,CYBER-related,49.0,GlobalIntel API,Eastern Corridor
EXT-400895,2026-07-25T02:00:00,Other,58.5,CyberSentry Feed,Central Hub
EXT-400896,2026-06-09T21:00:00,,66.3,OpenCTI Mirror,Northern District
EXT-400897,2026-05-17T20:00:00,Cyber,64.9,ThreatWatch Intl,Western Zone
EXT-400898,2026-06-27T09:00:00,Cyber,77.2,CyberSentry Feed,Eastern Corridor
EXT-400899,2026-06-01T02:00:00,,99.0,CyberSentry Feed,Northern District
EXT-400900,2026-06-25T18:00:00,Environmental,65.3,CyberSentry Feed,Zone C
EXT-400901,2026-06-04T23:00:00,Other,57.2,CyberSentry Feed,Zone F
EXT-400902,2026-06-17T08:00:00,Other,63.1,OpenCTI Mirror,Zone E
EXT-400903,2026-05-11T02:00:00,Intrusion,72.3,ThreatWatch Intl,
EXT-400904,2026-05-05T05:00:00,Intrusion,72.3,OpenCTI Mirror,Southern Belt
EXT-400905,2026-06-28T04:00:00,Intrusion,54.5,CyberSentry Feed,Zone F
EXT-400906,2026-07-23T12:00:00,CYBER-related,81.5,GlobalIntel API,Zone E
EXT-400907,2026-07-18T11:00:00,CYBER-related,60.3,GlobalIntel API,Zone B
EXT-400908,2026-06-15T03:00:00,,72.3,CyberSentry Feed,Zone B
EXT-400909,2026-06-15T15:00:00,CYBER-related,37.3,OpenCTI Mirror,Central Hub
EXT-400910,2026-07-22T23:00:00,Environmental,83.8,OpenCTI Mirror,Southern Belt
EXT-400911,2026-06-19T06:00:00,Other,94.5,CyberSentry Feed,Zone H
EXT-400912,2026-07-15T06:00:00,intrusion,84.0,OpenCTI Mirror,Zone H
EXT-400913,2026-05-19T19:00:00,,63.1,ThreatWatch Intl,Zone G
EXT-400914,2026-07-26T20:00:00,Cyber,72.0,GlobalIntel API,Zone F
EXT-400915,2026-07-16T13:00:00,CYBER-related,98.4,OpenCTI Mirror,
EXT-400916,2026-05-31T16:00:00,CYBER-related,76.8,OpenCTI Mirror,Eastern Corridor
EXT-400917,2026-05-31T04:00:00,CYBER-related,55.7,CyberSentry Feed,Zone F
EXT-400918,2026-07-11T20:00:00,Cyber,70.5,CyberSentry Feed,Zone A
EXT-400919,2026-06-21T10:00:00,intrusion,68.4,OpenCTI Mirror,Zone J
EXT-400920,2026-06-01T13:00:00,intrusion,86.2,OpenCTI Mirror,Zone A
EXT-400921,2026-07-24T14:00:00,,62.7,ThreatWatch Intl,
EXT-400922,2026-07-12T17:00:00,Environmental,99.0,CyberSentry Feed,Central Hub
EXT-400923,2026-06-22T12:00:00,Physical,44.5,ThreatWatch Intl,Zone D
EXT-400924,2026-05-24T07:00:00,Intrusion,76.9,OpenCTI Mirror,Northern District
EXT-400925,2026-07-14T08:00:00,Cyber,69.7,OpenCTI Mirror,Zone I
EXT-400926,2026-07-08T05:00:00,intrusion,45.0,ThreatWatch Intl,Zone E
EXT-400927,2026-06-01T04:00:00,CYBER-related,65.3,GlobalIntel API,Eastern Corridor
EXT-400928,2026-05-30T19:00:00,Other,53.1,GlobalIntel API,Zone B
EXT-400929,2026-07-15T06:00:00,CYBER-related,71.9,OpenCTI Mirror,Zone I
EXT-400930,2026-05-27T06:00:00,Environmental,40.1,CyberSentry Feed,Eastern Corridor
EXT-400931,2026-07-26T07:00:00,Cyber,68.6,ThreatWatch Intl,Southern Belt
EXT-400932,2026-05-28T01:00:00,CYBER-related,63.8,OpenCTI Mirror,Zone I
EXT-400933,2026-05-08T13:00:00,Intrusion,25.6,GlobalIntel API,Eastern Corridor
EXT-400934,2026-05-08T12:00:00,Physical,52.8,CyberSentry Feed,Central Hub
EXT-400935,2026-05-23T12:00:00,Environmental,51.6,OpenCTI Mirror,Central Hub
EXT-400936,2026-06-28T04:00:00,,43.9,GlobalIntel API,Zone G
EXT-400937,2026-05-24T13:00:00,,51.1,ThreatWatch Intl,Zone H
EXT-400938,2026-05-24T07:00:00,intrusion,42.1,CyberSentry Feed,
EXT-400939,2026-05-29T06:00:00,CYBER-related,63.9,OpenCTI Mirror,Zone J
EXT-400940,2026-06-10T20:00:00,CYBER-related,79.8,ThreatWatch Intl,Eastern Corridor
EXT-400941,2026-07-09T22:00:00,Cyber,67.7,CyberSentry Feed,Central Hub
