response_id,dispatch_time,arrival_time,unit,zone_code,response_status,shift
OPS-200591,2026-06-12 11:48,2026-06-12 12:00,Bravo Unit,J,Under Investigation,Day
OPS-200592,2026-05-04 08:35,2026-05-04 08:44,Foxtrot Unit,G,Resolved,Day
OPS-200593,2026-05-28 02:38,2026-05-28 02:43,Charlie Unit,G,Resolved,Night
OPS-200594,2026-05-17 04:28,2026-05-17 04:44,Charlie Unit,D,Escalated,Night
OPS-200595,2026-07-20 01:48,2026-07-20 01:56,Hotel Unit,H,Resolved,Night
OPS-200596,2026-06-22 18:58,2026-06-22 19:04,Charlie Unit,J,Resolved,Night
OPS-200597,2026-05-11 11:11,2026-05-11 11:19,Golf Unit,F,Resolved,Day
OPS-200598,2026-05-14 00:25,2026-05-14 00:35,Echo Unit,J,Under Investigation,Night
OPS-200599,2026-07-21 07:59,2026-07-21 08:09,Charlie Unit,C,Escalated,Day
OPS-200600,2026-05-20 19:40,2026-05-20 19:52,Bravo Unit,C,Resolved,Night
OPS-200601,2026-05-07 22:58,2026-05-07 23:06,Golf Unit,I,Under Investigation,Night
OPS-200602,2026-05-06 17:31,2026-05-06 17:41,Echo Unit,F,Resolved,Day
OPS-200603,2026-06-29 12:57,2026-06-29 13:02,Echo Unit,G,Resolved,Day
OPS-200604,2026-06-12 06:11,2026-06-12 06:17,Charlie Unit,G,Resolved,Day
OPS-200605,2026-07-01 08:23,2026-07-01 08:32,Charlie Unit,F,Under Investigation,Day
OPS-200606,2026-05-23 21:11,2026-05-23 21:23,Delta Unit,D,Resolved,Night
OPS-200607,2026-06-27 21:51,2026-06-27 22:11,Echo Unit,D,Resolved,Night
OPS-200608,2026-07-26 12:05,2026-07-26 12:09,Foxtrot Unit,F,Resolved,Day
OPS-200609,2026-07-09 23:25,2026-07-09 23:35,Delta Unit,J,Resolved,Night
OPS-200610,2026-05-31 22:47,2026-05-31 23:00,Alpha Unit,G,Resolved,Night
OPS-200611,2026-07-11 17:24,2026-07-11 17:32,Charlie Unit,J,Resolved,Day
OPS-200612,2026-06-15 13:34,2026-06-15 13:38,Hotel Unit,B,Closed,Day
OPS-200613,2026-07-06 03:39,2026-07-06 03:52,Delta Unit,B,Resolved,Night
OPS-200614,2026-07-25 06:50,2026-07-25 07:01,Foxtrot Unit,G,Resolved,Day
OPS-200615,2026-05-11 18:45,2026-05-11 18:57,Foxtrot Unit,D,Under Investigation,Night
OPS-200616,2026-05-27 22:27,2026-05-27 22:43,Golf Unit,I,Closed,Night
OPS-200617,2026-07-13 08:56,2026-07-13 09:16,Golf Unit,D,Resolved,Day
OPS-200618,2026-07-25 15:49,2026-07-25 15:52,Echo Unit,I,Resolved,Day
OPS-200619,2026-06-05 06:41,2026-06-05 06:55,Charlie Unit,F,Closed,Day
OPS-200620,2026-07-06 06:39,2026-07-06 06:50,Delta Unit,I,Resolved,Day
OPS-200621,2026-05-06 14:40,2026-05-06 14:54,Bravo Unit,I,Under Investigation,Day
OPS-200622,2026-05-08 01:37,2026-05-08 01:40,Foxtrot Unit,C,Resolved,Night
OPS-200623,2026-05-09 07:14,2026-05-09 07:23,Alpha Unit,J,Resolved,Day
OPS-200624,2026-06-01 19:55,2026-06-01 20:08,Bravo Unit,E,Resolved,Night
OPS-200625,2026-05-09 03:39,2026-05-09 03:53,Delta Unit,I,Resolved,Night
OPS-200626,2026-05-25 22:06,2026-05-25 22:13,Golf Unit,C,Closed,Night
OPS-200627,2026-07-07 20:10,2026-07-07 20:23,Echo Unit,J,Resolved,Night
OPS-200628,2026-06-14 23:01,2026-06-14 23:13,Bravo Unit,J,Resolved,Night
OPS-200629,2026-06-11 17:48,2026-06-11 17:54,Alpha Unit,I,Resolved,Day
OPS-200630,2026-05-19 01:55,2026-05-19 02:09,Alpha Unit,H,Closed,Night
OPS-200631,2026-06-19 21:10,2026-06-19 21:20,Delta Unit,A,Under Investigation,Night
OPS-200632,2026-06-01 15:44,2026-06-01 15:52,Alpha Unit,B,Resolved,Day
OPS-200633,2026-07-13 15:38,2026-07-13 15:54,Foxtrot Unit,A,Resolved,Day
OPS-200634,2026-06-06 08:57,2026-06-06 09:02,Alpha Unit,C,Resolved,Day
OPS-200635,2026-07-17 04:42,2026-07-17 04:59,Bravo Unit,B,Under Investigation,Night
OPS-200636,2026-06-12 16:27,2026-06-12 16:42,Bravo Unit,E,Under Investigation,Day
OPS-200637,2026-05-12 23:07,2026-05-12 23:16,Echo Unit,C,Resolved,Night
OPS-200638,2026-06-01 21:02,2026-06-01 21:09,Delta Unit,H,Resolved,Night
OPS-200639,2026-05-06 09:50,2026-05-06 09:57,Delta Unit,F,Under Investigation,Day
OPS-200640,2026-07-04 18:56,2026-07-04 19:01,Delta Unit,B,Under Investigation,Night
OPS-200641,2026-05-25 08:09,2026-05-25 08:22,Charlie Unit,H,Resolved,Day
OPS-200642,2026-06-07 03:18,2026-06-07 03:22,Golf Unit,C,Closed,Night
OPS-200643,2026-07-12 03:49,2026-07-12 03:58,Delta Unit,H,Under Investigation,Night
OPS-200644,2026-07-17 15:16,2026-07-17 15:23,Foxtrot Unit,G,Resolved,Day
OPS-200645,2026-06-26 14:45,2026-06-26 14:54,Echo Unit,A,Resolved,Day
OPS-200646,2026-06-30 04:50,2026-06-30 05:03,Hotel Unit,F,Resolved,Night
OPS-200647,2026-06-21 07:41,2026-06-21 07:48,Alpha Unit,E,Resolved,Day
OPS-200648,2026-07-15 11:57,2026-07-15 12:15,Delta Unit,E,Closed,Day
OPS-200649,2026-07-09 12:16,2026-07-09 12:29,Echo Unit,H,Resolved,Day
OPS-200650,2026-05-24 06:52,2026-05-24 06:54,Bravo Unit,F,Escalated,Day
OPS-200651,2026-07-02 19:36,2026-07-02 19:48,Alpha Unit,F,Resolved,Night
OPS-200652,2026-06-07 21:48,2026-06-07 21:57,Charlie Unit,E,Under Investigation,Night
OPS-200653,2026-06-10 05:41,2026-06-10 05:52,Alpha Unit,I,Under Investigation,Night
OPS-200654,2026-06-03 23:41,2026-06-03 23:56,Foxtrot Unit,I,Resolved,Night
OPS-200655,2026-05-25 15:21,2026-05-25 15:32,Charlie Unit,C,Resolved,Day
OPS-200656,2026-06-03 10:07,2026-06-03 10:16,Foxtrot Unit,A,Resolved,Day
OPS-200657,2026-07-14 11:39,2026-07-14 11:46,Golf Unit,I,Resolved,Day
OPS-200658,2026-07-24 00:12,2026-07-24 00:28,Echo Unit,I,Closed,Night
OPS-200659,2026-05-12 18:36,2026-05-12 18:49,Hotel Unit,G,Under Investigation,Night
OPS-200660,2026-07-24 18:40,2026-07-24 18:46,Charlie Unit,E,Resolved,Night
OPS-200661,2026-05-03 13:15,2026-05-03 13:24,Delta Unit,J,Resolved,Day
OPS-200662,2026-07-22 14:01,2026-07-22 14:10,Alpha Unit,J,Resolved,Day
OPS-200663,2026-06-15 10:46,2026-06-15 10:56,Echo Unit,C,Resolved,Day
OPS-200664,2026-06-19 00:50,2026-06-19 01:01,Alpha Unit,E,Resolved,Night
OPS-200665,2026-07-09 00:38,2026-07-09 00:53,Echo Unit,D,Resolved,Night
OPS-200666,2026-06-07 03:39,2026-06-07 03:45,Alpha Unit,I,Resolved,Night
OPS-200667,2026-07-02 00:01,2026-07-02 00:10,Alpha Unit,A,Resolved,Night
OPS-200668,2026-07-21 17:56,2026-07-21 18:07,Delta Unit,J,Resolved,Day
OPS-200669,2026-07-25 05:20,2026-07-25 05:28,Echo Unit,G,Resolved,Night
OPS-200670,2026-07-06 21:28,2026-07-06 21:35,Delta Unit,J,Under Investigation,Night
OPS-200671,2026-05-25 18:25,2026-05-25 18:42,Echo Unit,I,Under Investigation,Night
OPS-200672,2026-06-09 02:53,2026-06-09 03:13,Alpha Unit,D,Resolved,Night
OPS-200673,2026-07-21 16:04,2026-07-21 16:18,Golf Unit,A,Resolved,Day
OPS-200674,2026-05-31 09:37,2026-05-31 09:43,Charlie Unit,A,Resolved,Day
OPS-200675,2026-07-15 22:40,2026-07-15 22:44,Bravo Unit,J,Resolved,Night
OPS-200676,2026-07-06 02:07,2026-07-06 02:22,Foxtrot Unit,C,Under Investigation,Night
OPS-200677,2026-05-01 16:38,2026-05-01 16:52,Charlie Unit,D,Resolved,Day
OPS-200678,2026-06-25 02:46,2026-06-25 02:54,Charlie Unit,J,Escalated,Night
OPS-200679,2026-06-09 19:30,2026-06-09 19:35,Hotel Unit,H,Closed,Night
OPS-200680,2026-07-20 13:11,2026-07-20 13:20,Hotel Unit,F,Resolved,Day
OPS-200681,2026-07-13 17:42,2026-07-13 17:45,Foxtrot Unit,I,Resolved,Day
OPS-200682,2026-07-19 16:15,2026-07-19 16:29,Delta Unit,D,Escalated,Day
OPS-200683,2026-04-29 17:11,2026-04-29 17:22,Delta Unit,C,Closed,Day
OPS-200684,2026-06-16 17:16,2026-06-16 17:25,Bravo Unit,I,Resolved,Day
OPS-200685,2026-06-26 23:04,2026-06-26 23:12,Foxtrot Unit,F,Under Investigation,Night
OPS-200686,2026-07-02 10:29,2026-07-02 10:44,Alpha Unit,I,Escalated,Day
OPS-200687,2026-05-07 21:18,2026-05-07 21:26,Delta Unit,J,Resolved,Night
OPS-200688,2026-05-19 22:13,2026-05-19 22:22,Hotel Unit,A,Under Investigation,Night
OPS-200689,2026-07-14 16:11,2026-07-14 16:27,Alpha Unit,D,Under Investigation,Day
OPS-200690,2026-05-26 18:47,2026-05-26 18:58,Bravo Unit,J,Closed,Night
OPS-200691,2026-07-23 13:35,2026-07-23 13:43,Golf Unit,F,Closed,Day
OPS-200692,2026-05-16 11:34,2026-05-16 11:46,Bravo Unit,F,Resolved,Day
OPS-200693,2026-07-15 08:45,2026-07-15 08:54,Golf Unit,E,Resolved,Day
OPS-200694,2026-07-27 21:21,2026-07-27 21:41,Bravo Unit,D,Resolved,Night
OPS-200695,2026-07-18 00:18,2026-07-18 00:26,Bravo Unit,A,Closed,Night
OPS-200696,2026-05-01 06:59,2026-05-01 07:06,Echo Unit,C,Resolved,Day
OPS-200697,2026-05-24 16:55,2026-05-24 17:04,Hotel Unit,A,Escalated,Day
OPS-200698,2026-05-27 08:20,2026-05-27 08:34,Alpha Unit,D,Resolved,Day
OPS-200699,2026-06-15 13:19,2026-06-15 13:29,Foxtrot Unit,A,Escalated,Day
OPS-200700,2026-05-04 05:24,2026-05-04 05:35,Hotel Unit,A,Resolved,Night
OPS-200701,2026-05-08 15:58,2026-05-08 16:17,Foxtrot Unit,D,Resolved,Day
OPS-200702,2026-06-16 19:54,2026-06-16 20:04,Charlie Unit,G,Escalated,Night
OPS-200703,2026-06-11 06:57,2026-06-11 07:03,Hotel Unit,J,Resolved,Day
OPS-200704,2026-06-29 10:58,2026-06-29 11:10,Foxtrot Unit,A,Resolved,Day
OPS-200705,2026-07-12 04:39,2026-07-12 04:46,Hotel Unit,F,Resolved,Night
OPS-200706,2026-04-30 05:17,2026-04-30 05:23,Charlie Unit,J,Under Investigation,Night
OPS-200707,2026-07-02 22:33,2026-07-02 22:39,Charlie Unit,J,Escalated,Night
OPS-200708,2026-05-21 09:16,2026-05-21 09:28,Alpha Unit,B,Resolved,Day
OPS-200709,2026-05-03 01:14,2026-05-03 01:25,Bravo Unit,H,Resolved,Night
OPS-200710,2026-07-12 02:35,2026-07-12 02:44,Delta Unit,A,Closed,Night
OPS-200711,2026-05-06 16:55,2026-05-06 17:04,Echo Unit,J,Resolved,Day
OPS-200712,2026-07-04 18:44,2026-07-04 18:50,Bravo Unit,F,Under Investigation,Night
OPS-200713,2026-05-26 09:10,2026-05-26 09:23,Hotel Unit,J,Resolved,Day
OPS-200714,2026-05-15 17:18,2026-05-15 17:27,Foxtrot Unit,I,Resolved,Day
OPS-200715,2026-07-11 15:22,2026-07-11 15:30,Echo Unit,I,Resolved,Day
OPS-200716,2026-05-14 13:15,2026-05-14 13:33,Hotel Unit,D,Resolved,Day
OPS-200717,2026-05-07 12:32,2026-05-07 12:43,Hotel Unit,F,Resolved,Day
OPS-200718,2026-07-25 07:57,2026-07-25 08:09,Alpha Unit,E,Closed,Day
OPS-200719,2026-05-29 06:12,2026-05-29 06:21,Charlie Unit,C,Closed,Day
OPS-200720,2026-05-24 11:47,2026-05-24 12:03,Foxtrot Unit,D,Escalated,Day
OPS-200721,2026-06-02 19:50,2026-06-02 20:02,Hotel Unit,F,Resolved,Night
OPS-200722,2026-07-11 04:40,2026-07-11 04:54,Bravo Unit,A,Escalated,Night
OPS-200723,2026-05-24 08:17,2026-05-24 08:28,Alpha Unit,E,Under Investigation,Day
OPS-200724,2026-06-04 23:51,2026-06-04 23:58,Echo Unit,G,Closed,Night
OPS-200725,2026-06-14 16:51,2026-06-14 16:58,Hotel Unit,E,Under Investigation,Day
OPS-200726,2026-07-05 19:25,2026-07-05 19:37,Golf Unit,I,Resolved,Night
OPS-200727,2026-05-06 09:58,2026-05-06 10:07,Foxtrot Unit,E,Closed,Day
OPS-200728,2026-04-29 08:06,2026-04-29 08:21,Delta Unit,D,Under Investigation,Day
OPS-200729,2026-06-28 00:20,2026-06-28 00:22,Echo Unit,I,Under Investigation,Night
OPS-200730,2026-06-24 13:42,2026-06-24 13:51,Hotel Unit,B,Under Investigation,Day
OPS-200731,2026-07-22 22:04,2026-07-22 22:15,Echo Unit,A,Resolved,Night
OPS-200732,2026-04-30 03:58,2026-04-30 04:06,Hotel Unit,J,Resolved,Night
OPS-200733,2026-06-19 17:06,2026-06-19 17:12,Foxtrot Unit,G,Closed,Day
OPS-200734,2026-05-28 21:10,2026-05-28 21:16,Golf Unit,B,Resolved,Night
OPS-200735,2026-07-25 05:30,2026-07-25 05:39,Charlie Unit,J,Escalated,Night
OPS-200736,2026-06-09 06:07,2026-06-09 06:22,Foxtrot Unit,A,Under Investigation,Day
OPS-200737,2026-05-16 05:17,2026-05-16 05:31,Echo Unit,B,Resolved,Night
OPS-200738,2026-05-08 18:32,2026-05-08 18:38,Delta Unit,I,Resolved,Night
OPS-200739,2026-06-19 22:35,2026-06-19 22:38,Echo Unit,H,Under Investigation,Night
OPS-200740,2026-05-28 03:34,2026-05-28 03:41,Foxtrot Unit,F,Resolved,Night
OPS-200741,2026-07-14 16:57,2026-07-14 17:17,Delta Unit,D,Resolved,Day
OPS-200742,2026-04-29 01:59,2026-04-29 02:14,Charlie Unit,D,Resolved,Night
OPS-200743,2026-07-09 12:30,2026-07-09 12:34,Golf Unit,G,Resolved,Day
OPS-200744,2026-07-08 06:15,2026-07-08 06:23,Golf Unit,H,Escalated,Day
OPS-200745,2026-07-19 01:32,2026-07-19 01:44,Hotel Unit,J,Resolved,Night
OPS-200746,2026-07-02 16:40,2026-07-02 16:46,Charlie Unit,I,Resolved,Day
OPS-200747,2026-05-14 06:35,2026-05-14 06:41,Delta Unit,F,Under Investigation,Day
OPS-200748,2026-05-09 12:34,2026-05-09 12:48,Echo Unit,G,Resolved,Day
OPS-200749,2026-07-15 05:03,2026-07-15 05:12,Foxtrot Unit,I,Resolved,Night
OPS-200750,2026-06-11 22:21,2026-06-11 22:43,Echo Unit,D,Resolved,Night
OPS-200751,2026-06-27 14:44,2026-06-27 14:53,Golf Unit,H,Closed,Day
OPS-200752,2026-05-26 02:03,2026-05-26 02:09,Echo Unit,E,Closed,Night
OPS-200753,2026-06-10 14:10,2026-06-10 14:28,Golf Unit,D,Resolved,Day
OPS-200754,2026-05-06 00:39,2026-05-06 00:48,Echo Unit,C,Escalated,Night
OPS-200755,2026-05-05 03:01,2026-05-05 03:09,Charlie Unit,C,Resolved,Night
OPS-200756,2026-05-26 13:04,2026-05-26 13:08,Golf Unit,J,Escalated,Day
OPS-200757,2026-05-09 15:52,2026-05-09 16:04,Bravo Unit,A,Resolved,Day
OPS-200758,2026-07-27 18:48,2026-07-27 18:58,Echo Unit,J,Resolved,Night
OPS-200759,2026-06-04 10:26,2026-06-04 10:45,Bravo Unit,D,Under Investigation,Day
OPS-200760,2026-07-13 08:55,2026-07-13 09:06,Charlie Unit,H,Resolved,Day
OPS-200761,2026-05-15 18:37,2026-05-15 18:49,Foxtrot Unit,D,Resolved,Night
OPS-200762,2026-06-07 18:24,2026-06-07 18:36,Delta Unit,H,Under Investigation,Night
OPS-200763,2026-06-03 12:30,2026-06-03 12:37,Golf Unit,H,Resolved,Day
OPS-200764,2026-07-03 07:32,2026-07-03 07:46,Hotel Unit,I,Resolved,Day
OPS-200765,2026-07-03 20:10,2026-07-03 20:21,Foxtrot Unit,I,Resolved,Night
OPS-200766,2026-07-01 20:11,2026-07-01 20:16,Delta Unit,I,Under Investigation,Night
OPS-200767,2026-05-31 18:37,2026-05-31 18:47,Echo Unit,H,Escalated,Night
OPS-200768,2026-06-27 07:42,2026-06-27 07:55,Hotel Unit,I,Under Investigation,Day
OPS-200769,2026-05-23 05:42,2026-05-23 05:59,Bravo Unit,E,Resolved,Night
OPS-200770,2026-05-24 12:53,2026-05-24 13:11,Echo Unit,D,Closed,Day
OPS-200771,2026-05-06 06:52,2026-05-06 06:58,Golf Unit,G,Resolved,Day
OPS-200772,2026-05-28 23:29,2026-05-28 23:39,Hotel Unit,H,Under Investigation,Night
OPS-200773,2026-06-13 03:43,2026-06-13 03:49,Echo Unit,J,Resolved,Night
OPS-200774,2026-07-10 09:03,2026-07-10 09:12,Golf Unit,A,Escalated,Day
OPS-200775,2026-07-16 01:30,2026-07-16 01:42,Foxtrot Unit,F,Under Investigation,Night
OPS-200776,2026-07-07 21:07,2026-07-07 21:16,Delta Unit,J,Resolved,Night
OPS-200777,2026-07-07 02:27,2026-07-07 02:39,Delta Unit,H,Resolved,Night
OPS-200778,2026-05-20 21:04,2026-05-20 21:11,Delta Unit,F,Escalated,Night
OPS-200779,2026-07-26 04:45,2026-07-26 04:59,Echo Unit,G,Resolved,Night
OPS-200780,2026-06-30 04:20,2026-06-30 04:28,Golf Unit,G,Escalated,Night
OPS-200781,2026-06-03 02:13,2026-06-03 02:22,Bravo Unit,I,Closed,Night
OPS-200782,2026-07-07 12:57,2026-07-07 13:05,Golf Unit,F,Closed,Day
OPS-200783,2026-05-09 22:58,2026-05-09 23:01,Bravo Unit,I,Closed,Night
OPS-200784,2026-05-26 12:32,2026-05-26 12:38,Golf Unit,B,Resolved,Day
OPS-200785,2026-07-13 00:37,2026-07-13 00:42,Foxtrot Unit,C,Under Investigation,Night
OPS-200786,2026-05-23 09:18,2026-05-23 09:24,Delta Unit,I,Resolved,Day
OPS-200787,2026-06-08 17:35,2026-06-08 17:40,Alpha Unit,A,Escalated,Day
OPS-200788,2026-07-24 13:39,2026-07-24 13:54,Charlie Unit,D,Resolved,Day
OPS-200789,2026-05-09 18:55,2026-05-09 19:03,Bravo Unit,G,Under Investigation,Night
OPS-200790,2026-07-05 15:08,2026-07-05 15:18,Hotel Unit,H,Resolved,Day
OPS-200791,2026-05-31 04:13,2026-05-31 04:25,Bravo Unit,C,Closed,Night
OPS-200792,2026-05-16 09:31,2026-05-16 09:33,Delta Unit,H,Resolved,Day
OPS-200793,2026-06-12 22:10,2026-06-12 22:38,Hotel Unit,D,Under Investigation,Night
OPS-200794,2026-07-10 08:38,2026-07-10 08:50,Golf Unit,I,Resolved,Day
OPS-200795,2026-07-06 21:42,2026-07-06 22:00,Bravo Unit,D,Resolved,Night
OPS-200796,2026-06-14 02:19,2026-06-14 02:30,Echo Unit,I,Escalated,Night
OPS-200797,2026-05-07 01:05,2026-05-07 01:14,Bravo Unit,C,Resolved,Night
OPS-200798,2026-06-26 23:04,2026-06-26 23:18,Golf Unit,A,Resolved,Night
OPS-200799,2026-05-23 04:47,2026-05-23 04:56,Golf Unit,E,Under Investigation,Night
OPS-200800,2026-07-01 10:11,2026-07-01 10:24,Echo Unit,A,Under Investigation,Day
OPS-200801,2026-06-05 13:44,2026-06-05 13:52,Bravo Unit,G,Resolved,Day
OPS-200802,2026-05-06 21:35,2026-05-06 21:45,Echo Unit,I,Resolved,Night
OPS-200803,2026-05-30 10:21,2026-05-30 10:36,Delta Unit,D,Resolved,Day
OPS-200804,2026-07-26 08:42,2026-07-26 08:51,Alpha Unit,H,Resolved,Day
OPS-200805,2026-07-16 05:34,2026-07-16 05:44,Bravo Unit,G,Resolved,Night
OPS-200806,2026-07-20 00:14,2026-07-20 00:22,Charlie Unit,I,Closed,Night
OPS-200807,2026-05-09 17:03,2026-05-09 17:17,Hotel Unit,C,Resolved,Day
OPS-200808,2026-06-20 14:38,2026-06-20 14:59,Echo Unit,D,Escalated,Day
OPS-200809,2026-07-12 15:24,2026-07-12 15:35,Golf Unit,F,Escalated,Day
OPS-200810,2026-05-18 07:36,2026-05-18 07:46,Foxtrot Unit,I,Resolved,Day
OPS-200811,2026-06-14 16:04,2026-06-14 16:08,Delta Unit,C,Resolved,Day
OPS-200812,2026-05-26 09:41,2026-05-26 09:46,Alpha Unit,H,Resolved,Day
OPS-200813,2026-05-02 12:25,2026-05-02 12:29,Bravo Unit,B,Resolved,Day
OPS-200814,2026-06-02 12:04,2026-06-02 12:18,Echo Unit,G,Under Investigation,Day
OPS-200815,2026-07-23 12:22,2026-07-23 12:28,Alpha Unit,C,Resolved,Day
OPS-200816,2026-05-16 14:38,2026-05-16 14:45,Delta Unit,C,Resolved,Day
OPS-200817,2026-05-22 10:03,2026-05-22 10:11,Delta Unit,F,Resolved,Day
OPS-200818,2026-06-22 00:57,2026-06-22 01:10,Foxtrot Unit,B,Under Investigation,Night
OPS-200819,2026-06-05 06:41,2026-06-05 06:46,Echo Unit,I,Escalated,Day
OPS-200820,2026-07-03 01:53,2026-07-03 02:11,Bravo Unit,D,Closed,Night
OPS-200821,2026-06-08 04:31,2026-06-08 04:34,Golf Unit,H,Resolved,Night
OPS-200822,2026-05-18 02:41,2026-05-18 02:48,Bravo Unit,G,Closed,Night
OPS-200823,2026-05-13 08:41,2026-05-13 08:48,Bravo Unit,G,Escalated,Day
OPS-200824,2026-05-31 20:32,2026-05-31 20:43,Bravo Unit,G,Closed,Night
OPS-200825,2026-07-08 05:23,2026-07-08 05:30,Delta Unit,G,Resolved,Night
OPS-200826,2026-05-07 07:03,2026-05-07 07:18,Echo Unit,B,Closed,Day
OPS-200827,2026-06-23 04:08,2026-06-23 04:20,Foxtrot Unit,J,Closed,Night
OPS-200828,2026-06-21 00:09,2026-06-21 00:18,Hotel Unit,G,Resolved,Night
OPS-200829,2026-05-03 22:17,2026-05-03 22:28,Charlie Unit,G,Escalated,Night
OPS-200830,2026-06-28 04:28,2026-06-28 04:37,Alpha Unit,J,Closed,Night
OPS-200831,2026-07-16 21:29,2026-07-16 21:39,Golf Unit,I,Resolved,Night
OPS-200832,2026-06-03 17:27,2026-06-03 17:33,Bravo Unit,F,Closed,Day
OPS-200833,2026-06-17 19:25,2026-06-17 19:34,Delta Unit,G,Closed,Night
OPS-200834,2026-06-26 07:14,2026-06-26 07:21,Foxtrot Unit,C,Resolved,Day
OPS-200835,2026-05-24 05:33,2026-05-24 05:36,Charlie Unit,H,Under Investigation,Night
OPS-200836,2026-05-20 09:20,2026-05-20 09:32,Golf Unit,B,Resolved,Day
OPS-200837,2026-06-05 20:41,2026-06-05 20:50,Alpha Unit,J,Resolved,Night
OPS-200838,2026-07-20 21:53,2026-07-20 22:08,Foxtrot Unit,B,Closed,Night
OPS-200839,2026-05-28 01:28,2026-05-28 01:36,Golf Unit,J,Escalated,Night
OPS-200840,2026-06-10 17:25,2026-06-10 17:32,Echo Unit,J,Closed,Day
OPS-200841,2026-05-09 08:56,2026-05-09 09:06,Echo Unit,A,Escalated,Day
OPS-200842,2026-07-11 13:43,2026-07-11 13:51,Charlie Unit,E,Under Investigation,Day
OPS-200843,2026-06-28 00:35,2026-06-28 00:49,Golf Unit,I,Resolved,Night
OPS-200844,2026-07-07 22:32,2026-07-07 22:41,Delta Unit,A,Under Investigation,Night
OPS-200845,2026-05-17 00:27,2026-05-17 00:41,Echo Unit,G,Under Investigation,Night
OPS-200846,2026-05-29 02:40,2026-05-29 02:55,Hotel Unit,D,Resolved,Night
OPS-200847,2026-06-22 16:03,2026-06-22 16:13,Foxtrot Unit,B,Closed,Day
OPS-200848,2026-07-07 08:04,2026-07-07 08:16,Foxtrot Unit,G,Resolved,Day
OPS-200849,2026-06-29 07:36,2026-06-29 07:50,Foxtrot Unit,I,Resolved,Day
OPS-200850,2026-07-24 11:31,2026-07-24 11:40,Echo Unit,B,Closed,Day
OPS-200851,2026-07-10 05:20,2026-07-10 05:31,Echo Unit,G,Resolved,Night
OPS-200852,2026-05-19 19:05,2026-05-19 19:20,Delta Unit,I,Resolved,Night
OPS-200853,2026-07-16 08:54,2026-07-16 09:10,Alpha Unit,D,Resolved,Day
OPS-200854,2026-06-03 06:02,2026-06-03 06:09,Alpha Unit,F,Resolved,Day
OPS-200855,2026-07-20 10:58,2026-07-20 11:07,Foxtrot Unit,J,Resolved,Day
OPS-200856,2026-05-04 19:15,2026-05-04 19:18,Alpha Unit,F,Resolved,Night
OPS-200857,2026-05-23 23:35,2026-05-23 23:42,Hotel Unit,I,Resolved,Night
OPS-200858,2026-04-30 22:14,2026-04-30 22:23,Alpha Unit,I,Resolved,Night
OPS-200859,2026-05-24 18:59,2026-05-24 19:01,Alpha Unit,E,Under Investigation,Night
OPS-200860,2026-05-07 09:56,2026-05-07 10:06,Charlie Unit,E,Resolved,Day
OPS-200861,2026-05-27 14:47,2026-05-27 14:56,Charlie Unit,B,Resolved,Day
OPS-200862,2026-05-23 16:41,2026-05-23 16:51,Alpha Unit,A,Escalated,Day
OPS-200863,2026-06-07 22:36,2026-06-07 22:49,Foxtrot Unit,I,Closed,Night
OPS-200864,2026-05-07 19:49,2026-05-07 19:57,Alpha Unit,F,Resolved,Night
OPS-200865,2026-05-23 07:33,2026-05-23 07:42,Delta Unit,C,Closed,Day
OPS-200866,2026-06-28 17:21,2026-06-28 17:30,Delta Unit,B,Resolved,Day
OPS-200867,2026-06-19 07:51,2026-06-19 08:05,Alpha Unit,C,Closed,Day
OPS-200868,2026-07-03 02:40,2026-07-03 02:53,Alpha Unit,E,Closed,Night
OPS-200869,2026-05-27 07:09,2026-05-27 07:19,Hotel Unit,J,Resolved,Day
OPS-200870,2026-05-20 22:52,2026-05-20 23:00,Alpha Unit,H,Escalated,Night
OPS-200871,2026-06-10 14:42,2026-06-10 14:54,Bravo Unit,B,Escalated,Day
OPS-200872,2026-05-16 16:14,2026-05-16 16:23,Echo Unit,C,Resolved,Day
OPS-200873,2026-05-18 00:24,2026-05-18 00:42,Golf Unit,B,Resolved,Night
OPS-200874,2026-05-26 19:48,2026-05-26 19:59,Foxtrot Unit,H,Resolved,Night
OPS-200875,2026-06-20 20:09,2026-06-20 20:18,Charlie Unit,I,Resolved,Night
OPS-200876,2026-07-17 06:58,2026-07-17 07:07,Foxtrot Unit,F,Resolved,Day
OPS-200877,2026-05-17 05:59,2026-05-17 06:01,Echo Unit,G,Escalated,Night
OPS-200878,2026-05-21 03:45,2026-05-21 03:49,Echo Unit,E,Under Investigation,Night
OPS-200879,2026-07-11 07:37,2026-07-11 07:43,Hotel Unit,F,Resolved,Day
OPS-200880,2026-05-12 11:48,2026-05-12 11:59,Hotel Unit,G,Resolved,Day
OPS-200881,2026-07-15 06:06,2026-07-15 06:12,Charlie Unit,I,Resolved,Day
OPS-200882,2026-07-06 17:28,2026-07-06 17:39,Golf Unit,F,Resolved,Day
OPS-200883,2026-06-18 02:50,2026-06-18 03:04,Golf Unit,A,Resolved,Night
OPS-200884,2026-06-12 20:11,2026-06-12 20:14,Delta Unit,I,Resolved,Night
OPS-200885,2026-06-01 14:32,2026-06-01 14:45,Hotel Unit,F,Under Investigation,Day
OPS-200886,2026-07-24 00:55,2026-07-24 01:07,Alpha Unit,E,Resolved,Night
