reading_id,reading_time,zone_code,temperature_c,humidity_pct,risk_factor_code,anomaly_flag
ENV-300795,2026-05-06 01:00,I,27.4,68.6,EF-05,False
ENV-300796,2026-07-12 10:00,D,25.2,53.2,EF-08,False
ENV-300797,2026-06-10 14:00,D,21.5,41.3,EF-08,False
ENV-300798,2026-06-26 01:00,C,41.7,68.2,EF-07,False
ENV-300799,2026-05-23 03:00,F,33.3,34.2,EF-03,False
ENV-300800,2026-07-25 10:00,E,26.7,67.0,EF-08,False
ENV-300801,2026-05-28 03:00,D,23.9,62.6,EF-03,False
ENV-300802,2026-07-17 06:00,G,33.1,56.4,EF-07,True
ENV-300803,2026-06-14 21:00,D,18.8,66.4,EF-03,False
ENV-300804,2026-05-17 21:00,G,22.1,60.9,EF-08,False
ENV-300805,2026-07-05 20:00,C,25.7,62.0,EF-05,False
ENV-300806,2026-07-07 18:00,A,18.1,66.9,EF-06,False
ENV-300807,2026-05-22 00:00,H,23.7,58.7,EF-06,False
ENV-300808,2026-06-24 01:00,F,39.7,51.6,EF-03,False
ENV-300809,2026-06-16 06:00,A,25.4,66.9,EF-01,False
ENV-300810,2026-07-05 23:00,A,22.3,61.9,EF-02,False
ENV-300811,2026-07-07 15:00,C,30.3,46.8,EF-03,False
ENV-300812,2026-07-07 16:00,C,24.2,27.3,EF-01,False
ENV-300813,2026-06-08 23:00,E,29.3,55.4,EF-01,False
ENV-300814,2026-06-26 23:00,A,33.1,15.1,EF-02,False
ENV-300815,2026-06-17 00:00,G,31.6,14.2,EF-05,False
ENV-300816,2026-05-23 22:00,C,35.2,38.0,EF-07,False
ENV-300817,2026-06-06 11:00,D,24.0,43.8,EF-08,False
ENV-300818,2026-07-14 21:00,H,29.9,43.1,EF-03,False
ENV-300819,2026-06-30 14:00,B,15.7,38.7,EF-08,False
ENV-300820,2026-05-17 11:00,A,29.4,68.3,EF-06,False
ENV-300821,2026-06-28 21:00,G,33.6,73.3,EF-07,False
ENV-300822,2026-06-12 09:00,B,25.9,39.2,EF-03,False
ENV-300823,2026-06-24 15:00,J,24.0,65.0,EF-07,False
ENV-300824,2026-05-25 23:00,G,32.9,54.0,EF-02,False
ENV-300825,2026-05-24 11:00,F,20.5,51.7,EF-05,False
ENV-300826,2026-05-17 10:00,H,28.9,62.0,EF-08,False
ENV-300827,2026-06-02 23:00,B,21.2,65.7,EF-01,False
ENV-300828,2026-05-20 09:00,F,23.6,43.2,EF-06,False
ENV-300829,2026-05-05 12:00,B,27.7,32.9,EF-06,False
ENV-300830,2026-05-06 01:00,J,27.3,46.4,EF-05,False
ENV-300831,2026-06-21 13:00,D,27.7,56.5,EF-02,False
ENV-300832,2026-06-23 17:00,B,18.8,66.0,EF-01,False
ENV-300833,2026-06-28 21:00,F,28.4,73.0,EF-07,False
ENV-300834,2026-06-03 10:00,A,23.8,70.2,EF-06,False
ENV-300835,2026-07-24 22:00,H,22.0,52.5,EF-04,False
ENV-300836,2026-05-02 23:00,E,31.8,47.8,EF-01,False
ENV-300837,2026-05-23 02:00,J,40.1,65.8,EF-01,False
ENV-300838,2026-07-17 09:00,F,36.9,36.2,EF-02,False
ENV-300839,2026-05-03 03:00,E,33.3,49.3,EF-04,False
ENV-300840,2026-05-26 03:00,J,25.9,71.9,EF-03,False
ENV-300841,2026-05-11 19:00,B,22.9,36.9,EF-03,False
ENV-300842,2026-05-12 11:00,D,19.2,65.7,EF-05,False
ENV-300843,2026-05-23 17:00,B,34.2,28.7,EF-02,False
ENV-300844,2026-06-28 02:00,H,28.3,54.7,EF-06,False
ENV-300845,2026-05-11 17:00,J,33.0,24.4,EF-07,False
ENV-300846,2026-05-13 20:00,G,25.5,61.0,EF-07,False
ENV-300847,2026-07-06 03:00,A,32.9,40.2,EF-06,False
ENV-300848,2026-05-23 08:00,B,22.9,46.8,EF-08,False
ENV-300849,2026-06-06 16:00,A,39.5,30.8,EF-07,False
ENV-300850,2026-06-27 15:00,I,20.5,73.4,EF-04,False
ENV-300851,2026-07-24 02:00,E,25.8,49.8,EF-03,False
ENV-300852,2026-05-05 08:00,F,28.2,62.6,EF-01,False
ENV-300853,2026-05-22 18:00,B,22.5,55.9,EF-03,False
ENV-300854,2026-07-05 00:00,H,27.2,35.5,EF-01,False
ENV-300855,2026-06-12 16:00,H,29.4,68.7,EF-08,False
ENV-300856,2026-05-11 20:00,J,22.3,50.5,EF-07,False
ENV-300857,2026-05-04 10:00,J,25.9,70.4,EF-04,False
ENV-300858,2026-06-16 14:00,G,30.1,60.4,EF-01,False
ENV-300859,2026-05-06 10:00,D,31.3,46.7,EF-02,False
ENV-300860,2026-06-10 15:00,C,28.7,47.8,EF-07,False
ENV-300861,2026-07-01 22:00,H,23.0,60.0,EF-06,False
ENV-300862,2026-05-13 12:00,D,27.1,36.2,EF-06,False
ENV-300863,2026-06-29 21:00,G,36.3,82.8,EF-01,False
ENV-300864,2026-06-15 01:00,E,13.9,46.6,EF-08,False
ENV-300865,2026-07-03 10:00,I,29.6,63.0,EF-02,False
ENV-300866,2026-05-15 02:00,F,26.4,45.9,EF-05,False
ENV-300867,2026-06-05 02:00,I,32.3,48.1,EF-01,False
ENV-300868,2026-06-24 11:00,E,30.3,42.4,EF-06,False
ENV-300869,2026-06-05 08:00,F,23.4,54.7,EF-07,False
ENV-300870,2026-06-07 23:00,C,28.6,69.6,EF-02,False
ENV-300871,2026-05-29 11:00,D,31.6,47.8,EF-06,False
ENV-300872,2026-05-15 03:00,C,30.9,46.2,EF-02,False
ENV-300873,2026-04-29 08:00,J,30.8,73.6,EF-05,False
ENV-300874,2026-07-10 11:00,I,33.7,29.1,EF-04,False
ENV-300875,2026-05-13 04:00,J,27.1,37.2,EF-07,False
ENV-300876,2026-07-26 20:00,D,33.5,88.0,EF-05,False
ENV-300877,2026-07-12 05:00,G,29.5,54.0,EF-01,False
ENV-300878,2026-07-21 15:00,G,23.1,67.4,EF-01,False
ENV-300879,2026-05-17 08:00,C,22.6,90.2,EF-06,False
ENV-300880,2026-06-05 00:00,A,36.6,63.3,EF-01,False
ENV-300881,2026-07-17 13:00,G,24.9,77.1,EF-07,True
ENV-300882,2026-05-12 08:00,H,32.3,57.6,EF-08,False
ENV-300883,2026-07-23 03:00,I,18.4,57.0,EF-07,False
ENV-300884,2026-07-04 08:00,G,36.6,50.5,EF-02,False
ENV-300885,2026-07-23 13:00,F,26.4,65.0,EF-01,False
ENV-300886,2026-07-10 16:00,H,27.8,59.5,EF-03,False
ENV-300887,2026-05-05 13:00,A,26.4,72.4,EF-01,False
ENV-300888,2026-05-16 11:00,G,21.6,58.7,EF-02,False
ENV-300889,2026-06-08 15:00,G,19.5,24.2,EF-03,False
ENV-300890,2026-05-15 16:00,D,19.9,50.3,EF-02,False
ENV-300891,2026-06-13 15:00,I,29.7,49.7,EF-04,False
ENV-300892,2026-06-01 10:00,B,29.4,41.7,EF-03,False
ENV-300893,2026-07-01 07:00,C,30.2,63.9,EF-01,False
ENV-300894,2026-05-09 00:00,G,23.5,20.2,EF-08,False
ENV-300895,2026-05-04 16:00,H,32.3,39.4,EF-03,False
ENV-300896,2026-05-02 09:00,A,21.2,50.3,EF-05,False
ENV-300897,2026-05-01 13:00,I,25.8,22.7,EF-02,False
ENV-300898,2026-06-13 11:00,F,27.2,67.4,EF-05,False
ENV-300899,2026-06-25 15:00,J,15.4,41.9,EF-04,False
ENV-300900,2026-06-03 17:00,C,19.1,68.2,EF-02,False
ENV-300901,2026-05-26 19:00,B,31.5,49.8,EF-02,False
ENV-300902,2026-04-30 11:00,C,23.4,45.1,EF-03,False
ENV-300903,2026-07-10 13:00,B,25.5,54.1,EF-08,False
ENV-300904,2026-05-04 12:00,D,37.0,55.2,EF-04,False
ENV-300905,2026-06-24 00:00,D,31.8,65.3,EF-08,False
ENV-300906,2026-05-30 00:00,I,29.8,70.6,EF-06,False
ENV-300907,2026-07-06 22:00,A,18.0,45.0,EF-07,False
ENV-300908,2026-07-08 07:00,J,19.5,58.7,EF-07,False
ENV-300909,2026-05-20 11:00,F,37.4,60.2,EF-08,False
ENV-300910,2026-07-24 02:00,B,23.2,52.0,EF-04,False
ENV-300911,2026-06-20 10:00,G,34.2,66.6,EF-01,False
ENV-300912,2026-06-08 22:00,F,32.2,46.4,EF-08,False
ENV-300913,2026-07-23 16:00,C,19.8,85.2,EF-04,False
ENV-300914,2026-07-21 00:00,G,31.7,83.0,EF-06,False
ENV-300915,2026-06-29 04:00,C,31.2,43.4,EF-05,False
ENV-300916,2026-05-03 13:00,J,31.8,57.4,EF-03,False
ENV-300917,2026-07-03 07:00,C,27.5,95.0,EF-04,False
ENV-300918,2026-05-24 03:00,F,30.1,66.2,EF-03,False
ENV-300919,2026-06-11 03:00,E,23.7,45.8,EF-03,False
ENV-300920,2026-07-20 22:00,C,25.9,38.6,EF-02,False
ENV-300921,2026-05-29 01:00,B,31.2,61.7,EF-04,False
ENV-300922,2026-06-23 17:00,G,32.2,55.1,EF-05,False
ENV-300923,2026-06-08 12:00,C,27.7,18.1,EF-03,False
ENV-300924,2026-05-06 01:00,C,27.5,52.8,EF-08,False
ENV-300925,2026-05-04 00:00,H,18.0,50.0,EF-01,False
ENV-300926,2026-06-07 03:00,E,22.2,50.7,EF-08,False
ENV-300927,2026-07-09 06:00,I,36.8,65.0,EF-08,False
ENV-300928,2026-07-08 22:00,E,35.2,29.6,EF-03,False
ENV-300929,2026-05-08 17:00,J,27.7,39.7,EF-03,False
ENV-300930,2026-06-05 05:00,G,33.9,11.6,EF-04,False
ENV-300931,2026-07-21 09:00,D,27.5,50.8,EF-08,False
ENV-300932,2026-05-26 11:00,F,22.2,23.0,EF-06,False
ENV-300933,2026-05-18 09:00,J,25.9,40.7,EF-02,False
ENV-300934,2026-06-13 03:00,A,28.6,25.8,EF-05,False
ENV-300935,2026-06-01 01:00,B,13.2,64.3,EF-08,False
ENV-300936,2026-06-07 12:00,A,29.7,58.9,EF-05,False
ENV-300937,2026-05-16 05:00,B,26.0,44.9,EF-02,False
ENV-300938,2026-06-02 23:00,F,36.6,59.0,EF-07,False
ENV-300939,2026-06-10 20:00,A,22.4,49.1,EF-02,False
ENV-300940,2026-06-06 08:00,A,26.3,52.9,EF-06,False
ENV-300941,2026-06-04 19:00,I,25.5,73.1,EF-08,False
ENV-300942,2026-06-28 00:00,J,30.9,44.2,EF-01,False
ENV-300943,2026-05-26 22:00,A,31.5,50.8,EF-08,False
ENV-300944,2026-06-12 17:00,D,25.4,55.5,EF-03,False
ENV-300945,2026-07-06 00:00,D,29.6,58.3,EF-08,False
ENV-300946,2026-06-04 05:00,B,28.6,44.4,EF-07,False
ENV-300947,2026-05-12 15:00,J,30.7,57.3,EF-04,False
ENV-300948,2026-07-05 21:00,J,23.6,71.0,EF-05,False
ENV-300949,2026-05-03 09:00,F,33.6,49.4,EF-02,False
ENV-300950,2026-06-17 10:00,I,30.4,31.9,EF-04,False
ENV-300951,2026-07-12 12:00,I,24.7,52.2,EF-04,False
ENV-300952,2026-06-06 20:00,C,36.3,52.7,EF-04,False
ENV-300953,2026-05-14 11:00,G,20.4,52.3,EF-01,False
ENV-300954,2026-04-30 23:00,D,28.9,52.5,EF-07,False
ENV-300955,2026-06-01 23:00,A,26.4,57.4,EF-06,False
ENV-300956,2026-06-17 06:00,I,31.8,83.0,EF-02,False
ENV-300957,2026-06-26 21:00,I,25.5,61.3,EF-03,False
ENV-300958,2026-05-31 20:00,B,23.9,78.7,EF-03,False
ENV-300959,2026-06-25 09:00,D,26.6,65.4,EF-05,False
ENV-300960,2026-05-30 06:00,J,28.9,79.5,EF-08,False
ENV-300961,2026-06-21 22:00,A,30.7,79.0,EF-08,False
ENV-300962,2026-06-20 20:00,C,17.6,62.6,EF-03,False
ENV-300963,2026-05-06 18:00,G,32.4,69.2,EF-03,False
ENV-300964,2026-07-21 09:00,A,42.8,49.0,EF-03,False
ENV-300965,2026-05-30 04:00,C,31.6,44.4,EF-04,False
ENV-300966,2026-05-01 05:00,I,28.4,93.8,EF-02,False
ENV-300967,2026-06-13 16:00,H,32.0,40.1,EF-06,False
ENV-300968,2026-07-16 23:00,D,32.9,57.8,EF-07,True
ENV-300969,2026-05-21 16:00,E,27.3,76.5,EF-04,False
ENV-300970,2026-05-27 21:00,F,33.8,67.0,EF-05,False
ENV-300971,2026-05-24 10:00,D,32.9,38.0,EF-04,False
ENV-300972,2026-06-13 23:00,A,37.2,60.6,EF-05,False
ENV-300973,2026-06-22 07:00,E,20.9,48.2,EF-08,False
ENV-300974,2026-05-27 10:00,H,25.1,55.3,EF-03,False
ENV-300975,2026-05-11 12:00,F,32.8,69.5,EF-03,False
ENV-300976,2026-05-08 07:00,D,25.1,28.1,EF-03,False
ENV-300977,2026-07-06 08:00,D,29.8,56.7,EF-06,False
ENV-300978,2026-07-24 04:00,B,16.4,47.2,EF-06,False
ENV-300979,2026-05-08 20:00,G,33.9,45.8,EF-02,False
ENV-300980,2026-05-31 02:00,I,34.8,51.3,EF-07,False
ENV-300981,2026-06-23 12:00,H,27.6,60.8,EF-06,False
ENV-300982,2026-05-02 22:00,F,24.0,52.6,EF-06,False
ENV-300983,2026-05-24 03:00,G,27.8,70.1,EF-04,False
ENV-300984,2026-05-12 16:00,B,25.2,95.0,EF-06,False
ENV-300985,2026-06-03 11:00,H,19.7,56.6,EF-01,False
ENV-300986,2026-05-06 04:00,J,31.0,81.9,EF-07,False
ENV-300987,2026-06-30 12:00,A,28.2,49.2,EF-04,False
ENV-300988,2026-07-24 12:00,F,28.3,50.1,EF-06,False
ENV-300989,2026-05-18 05:00,H,25.6,69.9,EF-05,False
ENV-300990,2026-06-29 18:00,E,23.2,54.7,EF-05,False
ENV-300991,2026-06-28 08:00,E,24.7,50.1,EF-05,False
ENV-300992,2026-06-19 14:00,J,27.2,67.3,EF-02,False
ENV-300993,2026-05-30 11:00,F,32.8,48.5,EF-04,False
ENV-300994,2026-06-20 08:00,F,25.9,42.5,EF-03,False
ENV-300995,2026-07-17 07:00,J,30.9,62.5,EF-08,False
ENV-300996,2026-05-17 09:00,J,29.5,18.3,EF-08,False
ENV-300997,2026-04-29 05:00,B,31.4,77.2,EF-04,False
ENV-300998,2026-07-06 08:00,H,27.7,48.1,EF-07,False
ENV-300999,2026-05-13 14:00,F,27.9,68.2,EF-03,False
ENV-301000,2026-06-29 10:00,B,22.3,77.1,EF-07,False
ENV-301001,2026-05-10 15:00,C,23.7,65.2,EF-06,False
ENV-301002,2026-05-02 07:00,H,25.1,59.9,EF-08,False
ENV-301003,2026-05-24 22:00,H,27.5,56.7,EF-02,False
ENV-301004,2026-05-16 04:00,F,20.4,44.7,EF-05,False
ENV-301005,2026-07-15 13:00,C,20.0,43.8,EF-06,False
ENV-301006,2026-07-17 13:00,J,32.1,62.4,EF-07,True
ENV-301007,2026-05-01 23:00,I,22.7,80.7,EF-02,False
ENV-301008,2026-05-10 15:00,I,21.4,91.3,EF-05,False
ENV-301009,2026-06-23 09:00,A,19.3,38.9,EF-07,False
ENV-301010,2026-06-18 16:00,F,27.8,64.7,EF-08,False
ENV-301011,2026-05-02 23:00,G,28.3,52.5,EF-05,False
ENV-301012,2026-06-25 16:00,F,22.5,59.8,EF-02,False
ENV-301013,2026-06-16 08:00,F,26.8,83.6,EF-01,False
ENV-301014,2026-04-29 10:00,C,36.6,50.7,EF-08,False
ENV-301015,2026-07-25 15:00,B,25.8,68.9,EF-05,False
ENV-301016,2026-05-11 00:00,I,33.3,56.5,EF-02,False
ENV-301017,2026-06-25 18:00,I,18.9,70.1,EF-03,False
ENV-301018,2026-07-20 04:00,I,27.4,85.3,EF-08,False
ENV-301019,2026-05-31 20:00,F,26.8,43.5,EF-02,False
ENV-301020,2026-07-01 17:00,H,27.3,23.3,EF-07,False
ENV-301021,2026-05-05 04:00,D,24.5,58.6,EF-04,False
ENV-301022,2026-05-07 19:00,H,23.0,67.9,EF-03,False
ENV-301023,2026-06-20 09:00,G,32.4,48.6,EF-06,False
ENV-301024,2026-07-09 18:00,B,31.9,87.7,EF-04,False
ENV-301025,2026-05-13 13:00,J,26.7,57.8,EF-08,False
ENV-301026,2026-05-13 04:00,E,27.4,66.5,EF-01,False
ENV-301027,2026-07-05 20:00,J,24.8,35.1,EF-08,False
ENV-301028,2026-07-01 21:00,C,23.0,35.3,EF-07,False
ENV-301029,2026-06-05 01:00,F,37.6,36.7,EF-04,False
ENV-301030,2026-06-23 11:00,E,28.7,30.5,EF-01,False
ENV-301031,2026-05-28 22:00,B,25.4,44.3,EF-02,False
ENV-301032,2026-07-25 00:00,B,18.0,71.1,EF-01,False
ENV-301033,2026-06-27 03:00,E,30.3,14.9,EF-07,False
ENV-301034,2026-05-31 20:00,H,34.7,37.8,EF-07,False
ENV-301035,2026-06-19 12:00,E,27.7,44.2,EF-05,False
ENV-301036,2026-04-29 06:00,F,22.5,31.2,EF-02,False
ENV-301037,2026-06-12 23:00,B,30.6,54.9,EF-06,False
ENV-301038,2026-06-08 07:00,D,41.5,64.6,EF-01,False
ENV-301039,2026-05-10 02:00,I,25.1,47.1,EF-04,False
ENV-301040,2026-07-27 07:00,C,26.8,48.1,EF-07,False
ENV-301041,2026-05-04 08:00,E,32.9,26.9,EF-07,False
ENV-301042,2026-06-11 09:00,D,24.1,48.4,EF-05,False
ENV-301043,2026-05-08 12:00,B,21.1,50.7,EF-07,False
ENV-301044,2026-05-30 21:00,G,24.5,84.6,EF-06,False
ENV-301045,2026-07-09 22:00,H,28.4,41.8,EF-01,False
ENV-301046,2026-06-16 00:00,D,31.2,61.0,EF-06,False
ENV-301047,2026-06-24 16:00,H,28.2,42.2,EF-04,False
ENV-301048,2026-05-10 04:00,C,29.3,41.2,EF-06,False
ENV-301049,2026-05-04 00:00,D,23.4,42.4,EF-07,False
ENV-301050,2026-07-09 01:00,D,26.1,65.5,EF-01,False
ENV-301051,2026-05-04 06:00,C,23.4,66.5,EF-02,False
ENV-301052,2026-05-13 00:00,E,21.1,52.9,EF-01,False
ENV-301053,2026-07-16 05:00,I,30.6,37.4,EF-03,False
ENV-301054,2026-07-07 08:00,F,31.3,50.5,EF-02,False
ENV-301055,2026-07-18 13:00,I,35.0,36.1,EF-04,False
ENV-301056,2026-07-03 10:00,F,32.8,80.9,EF-01,False
ENV-301057,2026-05-24 05:00,E,30.7,74.0,EF-05,False
ENV-301058,2026-07-21 05:00,A,27.6,39.9,EF-04,False
ENV-301059,2026-06-23 09:00,I,27.0,53.2,EF-02,False
ENV-301060,2026-07-11 12:00,J,20.8,71.1,EF-03,False
ENV-301061,2026-05-09 19:00,A,29.9,56.0,EF-02,False
ENV-301062,2026-06-28 21:00,H,19.0,47.4,EF-02,False
ENV-301063,2026-07-14 16:00,I,36.4,39.3,EF-01,False
ENV-301064,2026-06-22 23:00,A,29.0,50.3,EF-06,False
ENV-301065,2026-05-31 14:00,H,26.2,36.5,EF-02,False
ENV-301066,2026-06-17 16:00,F,27.7,46.0,EF-01,False
ENV-301067,2026-07-22 23:00,H,22.7,55.5,EF-07,False
ENV-301068,2026-07-22 16:00,C,14.8,33.9,EF-02,False
ENV-301069,2026-05-17 19:00,F,23.0,36.6,EF-06,False
ENV-301070,2026-06-18 11:00,J,30.4,59.6,EF-05,False
ENV-301071,2026-07-06 18:00,J,35.3,52.1,EF-04,False
ENV-301072,2026-07-03 11:00,G,25.5,26.6,EF-02,False
ENV-301073,2026-06-18 14:00,A,26.1,53.4,EF-06,False
ENV-301074,2026-07-10 01:00,F,19.4,54.6,EF-02,False
ENV-301075,2026-07-22 19:00,C,23.3,43.5,EF-03,False
ENV-301076,2026-05-21 02:00,I,36.7,36.2,EF-04,False
ENV-301077,2026-05-01 15:00,E,23.7,39.6,EF-02,False
ENV-301078,2026-06-06 20:00,B,27.5,50.6,EF-02,False
ENV-301079,2026-05-09 13:00,I,18.9,61.5,EF-08,False
ENV-301080,2026-07-03 21:00,G,37.8,55.1,EF-07,False
ENV-301081,2026-06-15 07:00,C,23.4,55.6,EF-08,False
ENV-301082,2026-07-14 16:00,I,29.4,71.6,EF-06,False
ENV-301083,2026-06-28 07:00,E,29.1,44.3,EF-03,False
ENV-301084,2026-07-18 23:00,I,24.2,59.0,EF-03,False
ENV-301085,2026-05-30 15:00,E,29.5,53.0,EF-06,False
ENV-301086,2026-05-10 19:00,J,33.1,69.4,EF-01,False
ENV-301087,2026-06-04 06:00,B,40.4,48.4,EF-08,False
ENV-301088,2026-05-27 11:00,E,26.1,67.7,EF-07,False
ENV-301089,2026-07-25 03:00,J,30.5,68.3,EF-03,False
ENV-301090,2026-07-24 00:00,J,32.8,66.4,EF-01,False
ENV-301091,2026-06-22 02:00,B,27.4,52.4,EF-08,False
ENV-301092,2026-07-06 04:00,G,26.7,41.8,EF-05,False
ENV-301093,2026-07-14 07:00,A,20.4,49.3,EF-05,False
ENV-301094,2026-05-30 12:00,H,26.8,71.5,EF-03,False
ENV-301095,2026-06-22 20:00,B,25.7,65.4,EF-03,False
ENV-301096,2026-05-07 16:00,A,30.6,52.6,EF-05,False
ENV-301097,2026-07-01 22:00,H,30.8,69.8,EF-03,False
ENV-301098,2026-07-03 08:00,B,31.2,32.3,EF-08,False
ENV-301099,2026-05-08 04:00,H,22.7,46.2,EF-04,False
ENV-301100,2026-06-05 14:00,I,23.7,34.4,EF-02,False
ENV-301101,2026-05-01 02:00,E,20.2,49.1,EF-06,False
ENV-301102,2026-06-01 07:00,D,22.4,38.3,EF-02,False
ENV-301103,2026-06-25 07:00,A,17.3,34.6,EF-08,False
ENV-301104,2026-06-30 21:00,C,24.4,69.9,EF-01,False
ENV-301105,2026-07-02 12:00,H,20.8,63.0,EF-02,False
ENV-301106,2026-06-21 08:00,H,18.2,80.7,EF-02,False
ENV-301107,2026-06-09 20:00,G,28.4,28.0,EF-02,False
ENV-301108,2026-05-21 05:00,B,35.0,58.8,EF-06,False
ENV-301109,2026-06-06 10:00,D,23.2,57.6,EF-08,False
ENV-301110,2026-05-30 16:00,D,29.8,73.2,EF-05,False
ENV-301111,2026-05-06 09:00,A,24.6,63.5,EF-03,False
ENV-301112,2026-05-26 06:00,J,32.7,50.6,EF-05,False
ENV-301113,2026-06-06 22:00,F,34.6,53.4,EF-05,False
ENV-301114,2026-07-11 06:00,C,31.6,61.4,EF-04,False
ENV-301115,2026-05-24 15:00,D,29.1,73.5,EF-06,False
ENV-301116,2026-07-22 01:00,E,21.9,70.2,EF-01,False
ENV-301117,2026-04-29 18:00,G,26.7,62.3,EF-02,False
ENV-301118,2026-06-21 09:00,C,25.1,45.3,EF-08,False
ENV-301119,2026-05-05 16:00,D,30.3,43.0,EF-03,False
ENV-301120,2026-06-10 02:00,A,23.6,57.4,EF-03,False
ENV-301121,2026-06-07 04:00,H,19.8,38.7,EF-08,False
ENV-301122,2026-05-22 23:00,G,22.7,84.7,EF-03,False
ENV-301123,2026-05-16 23:00,B,17.7,39.8,EF-02,False
ENV-301124,2026-05-02 18:00,E,18.9,48.3,EF-08,False
ENV-301125,2026-06-24 20:00,B,26.6,59.2,EF-05,False
ENV-301126,2026-07-25 22:00,J,34.8,38.0,EF-02,False
ENV-301127,2026-06-29 09:00,H,34.2,34.5,EF-08,False
ENV-301128,2026-07-12 13:00,E,21.7,30.6,EF-08,False
ENV-301129,2026-05-15 20:00,H,22.0,72.3,EF-03,False
ENV-301130,2026-05-06 21:00,H,29.8,74.4,EF-01,False
ENV-301131,2026-05-26 02:00,G,33.7,55.1,EF-02,False
ENV-301132,2026-05-06 14:00,G,26.4,42.7,EF-07,False
ENV-301133,2026-05-30 15:00,I,17.5,40.7,EF-05,False
ENV-301134,2026-07-20 00:00,C,20.0,53.3,EF-01,False
ENV-301135,2026-04-30 19:00,D,32.3,79.1,EF-03,False
ENV-301136,2026-06-23 00:00,D,31.0,61.3,EF-07,False
ENV-301137,2026-05-27 19:00,H,37.1,60.9,EF-01,False
ENV-301138,2026-07-22 13:00,F,22.4,85.6,EF-04,False
ENV-301139,2026-05-01 10:00,A,32.3,52.3,EF-02,False
ENV-301140,2026-07-01 16:00,J,33.0,30.4,EF-03,False
ENV-301141,2026-07-24 09:00,G,36.5,62.7,EF-06,False
ENV-301142,2026-07-13 14:00,F,30.8,81.8,EF-01,False
ENV-301143,2026-06-14 09:00,B,26.8,85.4,EF-02,False
ENV-301144,2026-07-09 06:00,G,23.8,75.5,EF-08,False
ENV-301145,2026-06-18 22:00,D,26.8,64.0,EF-07,False
ENV-301146,2026-06-04 23:00,J,21.3,33.5,EF-07,False
ENV-301147,2026-07-05 14:00,I,28.0,55.4,EF-06,False
ENV-301148,2026-07-20 01:00,G,21.4,85.1,EF-05,False
ENV-301149,2026-07-22 00:00,E,22.0,95.0,EF-01,False
ENV-301150,2026-05-01 03:00,G,24.6,60.3,EF-08,False
ENV-301151,2026-05-06 18:00,F,30.5,59.7,EF-03,False
ENV-301152,2026-05-25 00:00,I,29.0,72.1,EF-02,False
ENV-301153,2026-06-25 08:00,B,25.4,95.0,EF-03,False
ENV-301154,2026-05-24 05:00,J,19.7,71.9,EF-01,False
ENV-301155,2026-07-20 03:00,H,28.8,47.9,EF-03,False
ENV-301156,2026-06-20 22:00,E,25.1,29.1,EF-03,False
ENV-301157,2026-06-03 19:00,I,26.2,47.9,EF-06,False
ENV-301158,2026-07-04 08:00,D,32.1,62.2,EF-08,False
ENV-301159,2026-07-04 21:00,H,23.5,39.1,EF-01,False
ENV-301160,2026-07-01 01:00,I,29.9,71.0,EF-05,False
ENV-301161,2026-05-27 23:00,F,25.8,62.9,EF-05,False
ENV-301162,2026-07-21 07:00,B,25.3,62.9,EF-06,False
ENV-301163,2026-05-21 04:00,B,16.5,70.3,EF-07,False
ENV-301164,2026-07-12 08:00,D,33.0,54.3,EF-01,False
ENV-301165,2026-07-19 11:00,F,33.5,82.6,EF-04,False
ENV-301166,2026-07-07 07:00,B,32.5,68.8,EF-03,False
ENV-301167,2026-06-17 01:00,F,28.6,58.2,EF-03,False
ENV-301168,2026-07-09 17:00,F,26.3,61.3,EF-03,False
ENV-301169,2026-06-29 08:00,B,35.7,54.8,EF-04,False
ENV-301170,2026-06-15 09:00,J,22.4,52.7,EF-02,False
ENV-301171,2026-06-01 04:00,B,21.2,68.6,EF-01,False
ENV-301172,2026-05-10 04:00,H,29.5,40.4,EF-02,False
ENV-301173,2026-07-10 02:00,D,27.4,44.4,EF-02,False
ENV-301174,2026-06-03 14:00,J,28.0,70.8,EF-08,False
ENV-301175,2026-05-12 13:00,F,28.9,60.6,EF-08,False
ENV-301176,2026-06-19 06:00,C,36.8,46.9,EF-08,False
ENV-301177,2026-05-02 16:00,D,18.1,64.5,EF-03,False
ENV-301178,2026-07-10 17:00,B,26.0,42.1,EF-08,False
ENV-301179,2026-06-20 01:00,B,25.2,67.3,EF-04,False
ENV-301180,2026-04-30 15:00,J,21.4,68.2,EF-07,False
ENV-301181,2026-07-26 16:00,F,34.6,54.6,EF-05,False
ENV-301182,2026-04-29 05:00,C,29.9,21.0,EF-06,False
ENV-301183,2026-07-05 17:00,G,22.9,42.7,EF-07,False
ENV-301184,2026-05-24 06:00,E,25.7,69.4,EF-05,False
ENV-301185,2026-05-03 21:00,I,23.4,45.9,EF-08,False
ENV-301186,2026-05-20 13:00,C,22.3,48.4,EF-03,False
ENV-301187,2026-07-09 14:00,G,33.0,66.7,EF-06,False
ENV-301188,2026-05-19 12:00,A,30.1,44.7,EF-02,False
ENV-301189,2026-07-09 20:00,C,21.0,86.0,EF-04,False
ENV-301190,2026-06-23 16:00,I,22.0,51.4,EF-02,False
ENV-301191,2026-04-29 11:00,A,21.0,66.7,EF-06,False
ENV-301192,2026-06-26 09:00,D,31.6,60.2,EF-08,False
